stem,stage,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,raw_grad_mean,final_grad_mean,grad_mean_ratio,raw_luma_std,final_luma_std,luma_std_ratio
chazhuang.1,BPH,8.15056324005127,1.3410253524780273,6.81240701675415,26.837127257874933,0.5767266750335693,0.5755579471588135,0.9979735134105574,41.07143783569336,41.11668014526367,1.0011014938354492
chazhuang.1,IMF1Ray,8.331236839294434,1.918125033378601,6.804721832275391,26.73097850954857,0.5767266750335693,0.6128933429718018,1.0627102376934743,41.07143783569336,41.38772964477539,1.00770103931427
chazhuang.1,RGHS,7.140556812286377,2.9230663776397705,5.810165882110596,29.03209851683596,0.5767266750335693,0.6036877036094666,1.0467483622594353,41.07143783569336,42.88025665283203,1.0440407991409302
chazhuang.1,CLAHE,6.055475234985352,2.596611261367798,5.116293907165527,30.759833197818022,0.5767266750335693,0.6030609607696533,1.045661638052184,41.07143783569336,42.46059036254883,1.0338228940963745
chazhuang.1,Fused,6.836142539978027,1.0811327695846558,5.296953201293945,28.70239000972813,0.5767266750335693,0.5151687860488892,0.8932633211835391,41.07143783569336,40.93146514892578,0.9965919852256775
chazhuang.1,Final,6.836142539978027,1.0811327695846558,5.296953201293945,28.70239000972813,0.5767266750335693,0.5151687860488892,0.8932633211835391,41.07143783569336,40.93146514892578,0.9965919852256775
haiyangkadun.18,BPH,4.418678283691406,1.829003930091858,3.390878915786743,33.88293241272007,0.1305627077817917,0.1308467835187912,1.0021757723905245,12.904595375061035,12.721901893615723,0.985842764377594
haiyangkadun.18,IMF1Ray,4.469508647918701,2.568164110183716,3.387812614440918,33.63975518786547,0.1305627077817917,0.17186661064624786,1.3163529789619104,12.904595375061035,13.240348815917969,1.0260181427001953
haiyangkadun.18,RGHS,4.589993476867676,3.0074121952056885,3.3924853801727295,33.34798013797983,0.1305627077817917,0.1557210087776184,1.1926913146224132,12.904595375061035,14.073914527893066,1.0906126499176025
haiyangkadun.18,CLAHE,4.5588250160217285,2.6224024295806885,3.390312433242798,33.45280628155879,0.1305627077817917,0.15933886170387268,1.2204010102928726,12.904595375061035,13.834799766540527,1.0720832347869873
haiyangkadun.18,Fused,3.6111555099487305,1.0811035633087158,2.801753044128418,36.181161214069256,0.1305627077817917,0.11977091431617737,0.9173439754252453,12.904595375061035,12.961637496948242,1.004420280456543
haiyangkadun.18,Final,3.6111555099487305,1.0811035633087158,2.801753044128418,36.181161214069256,0.1305627077817917,0.11977091431617737,0.9173439754252453,12.904595375061035,12.961637496948242,1.004420280456543
lingxinghaixian.6,BPH,15.247526168823242,8.91055679321289,18.4507999420166,22.771665453161837,0.17417538166046143,0.1720268875360489,0.9876647601308801,7.974884510040283,7.9979634284973145,1.0028939247131348
lingxinghaixian.6,IMF1Ray,15.288226127624512,8.516640663146973,18.45160675048828,22.71577446174593,0.17417538166046143,0.20739753544330597,1.1907396572086655,7.974884510040283,8.312980651855469,1.0423951148986816
lingxinghaixian.6,RGHS,7.8679070472717285,8.798925399780273,9.999980926513672,28.546705399786816,0.17417538166046143,0.20444731414318085,1.1738014351989783,7.974884510040283,9.883475303649902,1.2393251657485962
