method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,SIFT_KP,MS_SSIM,PSNR,UCIQE,UIQM
r2_00_c05_base,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_00_c05_base\Final\chazhuang.1_Final.png,16.3954423,1.211705102,7.353367848,260.4717819,13.65311552,1869,0.9079082012,20.9481986,1.387647629,36.80034197
r2_01_c05_chroma_low,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_01_c05_chroma_low\Final\chazhuang.1_Final.png,16.3954423,1.211705102,7.353367848,260.4717819,13.65311552,1869,0.9079082012,20.9481986,1.387647629,36.80034197
r2_02_c05_clip_low,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_02_c05_clip_low\Final\chazhuang.1_Final.png,16.3954423,1.211705102,7.353367848,260.4717819,13.65311552,1869,0.9079082012,20.9481986,1.387647629,36.80034197
r2_03_c05_entropy_soft,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_03_c05_entropy_soft\Final\chazhuang.1_Final.png,15.84051107,1.180100359,7.30830254,245.0788891,13.1961723,1784,0.9150798321,20.85151029,1.380919814,35.67838916
r2_04_c05_entropy_strong,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_04_c05_entropy_strong\Final\chazhuang.1_Final.png,17.13418434,1.253790161,7.404633896,281.069906,14.28835944,2058,0.8966707587,21.0288624,1.390153646,38.1131163
r2_05_homo_mid_c05_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_05_homo_mid_c05_entropy\Final\chazhuang.1_Final.png,16.37772872,1.210457597,7.313777196,270.7686178,13.98277045,2041,0.9082248211,20.85263667,1.428418517,36.71311958
r2_06_homo_stronger_c05_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_06_homo_stronger_c05_entropy\Final\chazhuang.1_Final.png,16.61503807,1.223609067,7.275159379,289.3139939,14.52904643,2238,0.904867053,20.46762573,1.520815372,37.21044121
r2_07_homo_soft_c05_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_07_homo_soft_c05_entropy\Final\chazhuang.1_Final.png,16.28445897,1.205951926,7.393727229,238.5384796,12.99616384,1633,0.9072076082,21.04834064,1.32354331,36.6674963
r2_08_rghs_fusion_c05_final,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_08_rghs_fusion_c05_final\Final\chazhuang.1_Final.png,16.43775297,1.215573375,7.363644955,258.6612461,13.60718371,1876,0.9090389609,21.26331768,1.408718705,37.19140923
r2_09_rghs_fusion_c05_soft_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round2\r2_09_rghs_fusion_c05_soft_entropy\Final\chazhuang.1_Final.png,15.92762596,1.186480545,7.321274606,243.9348844,13.16562012,1761,0.9159183502,21.12845426,1.40427804,36.21113778
