variant,detector,kind,rank,stem,value,bgr_delta,luma_delta,chroma_delta,grad_ratio,luma_std_ratio,delta_f1,delta_false_edge,delta_endpoints,delta_pred_density
FF02_detector_compatible,diffusionedge_baseline_50k,f1_loss,8,weixiaoyuanjia.24,-0.28176380804856815,30.77360725402832,2.466787099838257,15.275775909423828,1.0095986056418573,1.0929364220030016,-0.28176380804856815,0.46149821591135015,18.602488082781072,0.00189453125
FF02_detector_compatible,diffusionedge_baseline_50k,f1_loss,9,rouruo.4,-0.2669531264824951,7.775195121765137,1.1343847513198853,4.312216758728027,0.9594605800892207,1.0193410423090847,-0.2669531264824951,0.12423448990888561,20.492383916969917,-0.0073339843750000015
FF02_detector_compatible,diffusionedge_baseline_50k,f1_loss,10,luoshijiaomao.4,-0.24820363894529074,4.958287715911865,1.084902286529541,5.256171703338623,0.884158458853223,1.013774138422857,-0.24820363894529074,0.09406761009388284,-0.04919323101141515,-0.0089453125
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,1,weixiaoyuanjia.26,0.5824573225516622,30.956151962280273,2.3716700077056885,15.435522079467773,1.000124100965443,1.0598774527379846,-0.41565082189255687,0.5824573225516622,21.551724137931036,0.00208984375
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,2,xuehong.9,0.5595182238372384,7.088323593139648,1.182802677154541,3.905810594558716,0.8701590464578561,0.9990179686891125,-0.3059034847159398,0.5595182238372384,16.736401673640167,0.004716796874999999
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,3,xuehong.13,0.5239406656175322,7.098564624786377,1.181699275970459,3.912910223007202,0.8667708029611769,0.9994236144716125,-0.3163228543703783,0.5239406656175322,-1.3513140840020945,0.004365234375
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,4,weixiaoyuanjia.23,0.5163209721349257,31.011184692382812,2.837959051132202,15.34256362915039,1.0317552923850142,1.0991051914056698,-0.3524599542334096,0.5163209721349257,18.099547511312217,0.00197265625
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,5,donghaiyuanjia.26,0.5106004447739065,29.26399803161621,2.580810546875,14.35498046875,0.8690482599570981,1.0705384004315937,-0.3470899470899471,0.5106004447739065,11.235955056179776,0.001611328125
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,6,weixiaoyuanjia.24,0.46149821591135015,30.77360725402832,2.466787099838257,15.275775909423828,1.0095986056418573,1.0929364220030016,-0.28176380804856815,0.46149821591135015,18.602488082781072,0.00189453125
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,7,xuehong.11,0.4048595117457393,7.0856475830078125,1.1787792444229126,3.905258893966675,0.8681656968098559,0.9986476082938073,-0.3431362353915053,0.4048595117457393,16.186964225851252,0.00109375
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,8,tiaowenhuangou.4,0.36462995332398535,15.272652626037598,1.4251562356948853,7.917192459106445,0.8246459789975604,0.9686982942427933,-0.24015090744437073,0.36462995332398535,22.06742723416703,0.0018066406249999997
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,9,xinyue.5,0.35327188940092163,10.818984031677246,1.0133886337280273,5.403491020202637,0.8486639777667324,0.9967347921008906,-0.20920719690951128,0.35327188940092163,8.50439882697947,0.0014746093749999998
FF02_detector_compatible,diffusionedge_baseline_50k,false_edge_increase,10,donghaiyuanjia.16,0.3529373612752587,30.00290298461914,6.348379135131836,13.627222061157227,1.0488916350777036,1.0551829160568984,-0.2112769755897187,0.3529373612752587,6.128034269395526,0.0014160156249999997
FF02_detector_compatible,diffusionedge_baseline_50k,endpoint_increase,1,tama.8,42.1455938697318,31.824134826660156,2.211728572845459,16.247909545898438,1.0044807880893387,1.030103261132828,-0.1836019060207955,0.30240153958745564,42.1455938697318,0.0014746093749999998
FF02_detector_compatible,diffusionedge_baseline_50k,endpoint_increase,2,weixiaoyuanjia.22,40.47474132684114,43.0109748840332,27.337841033935547,20.20389175415039,1.0799185211731546,0.9620910407451615,-0.08175606975270044,0.028775295356182014,40.47474132684114,-0.00019531250000000007
