variant,detector,n,mean_mean_abs_bgr_delta,mean_mean_abs_luma_delta,mean_mean_abs_chroma_delta,mean_psnr_vs_raw,mean_grad_mean_ratio,mean_luma_std_ratio,mean_delta_boundary_f1_tol,mean_delta_boundary_precision_tol,mean_delta_boundary_recall_tol,mean_delta_false_edge_ratio_tol,mean_delta_endpoints_per_1k_skel_px,mean_delta_pred_edge_density
D01_structure_flow,diffusionedge_baseline_50k,168,2.7677074791420075,1.5978155774729592,1.2301960094745958,36.39535879331184,1.293092643729445,0.9769871831884949,-0.00032707552146714135,-0.00526475273277504,0.004193622888049567,0.005264752732775034,0.3536407211443052,0.0002762858072916665
D01_structure_flow,msfi_50k,168,2.7677074791420075,1.5978155774729592,1.2301960094745958,36.39535879331184,1.293092643729445,0.9769871831884949,0.00034349244271310374,0.013767308930028664,-0.012193902183696204,-0.013767308930028668,-1.1405142678923192,-0.0022563825334821425
FF01_full_flow_v8,diffusionedge_baseline_50k,168,8.67721756902479,2.010100270843222,5.8023665668387405,29.96564206143272,1.0646166810859017,1.0797747754361573,-0.0674717733736552,-0.09508367565975202,-0.028844874453342193,0.09508367565975204,4.291561091455071,-7.42885044642858e-05
FF01_full_flow_v8,msfi_50k,168,8.67721756902479,2.010100270843222,5.8023665668387405,29.96564206143272,1.0646166810859017,1.0797747754361573,-0.05342573577356488,-0.07959313826513455,-0.016787683312346726,0.0795931382651345,1.8915289109950915,0.0004366048177083334
FF02_detector_compatible,diffusionedge_baseline_50k,168,11.71384857453051,1.370752303373246,7.978475670064134,27.273951489559284,0.9450459716934041,1.0131794889930916,-0.06663302684294505,-0.08903527543179961,-0.03386800213857771,0.08903527543179963,3.758488254916522,-0.0005339122953869047
FF02_detector_compatible,msfi_50k,168,11.71384857453051,1.370752303373246,7.978475670064134,27.273951489559284,0.9450459716934041,1.0131794889930916,-0.05068645611791441,-0.07338611164179502,-0.018361383198436904,0.07338611164179502,2.0629593296345434,0.0001661900111607143
P27_raw_detail_lowfreq_chroma,diffusionedge_baseline_50k,168,2.1238379506837752,1.48782982109558,0.8444876795526527,38.07600411135135,1.2598658011564499,0.9837471424354556,-9.894982853131759e-05,-0.003972129344684562,0.0031884710903863364,0.003972129344684558,-0.1761817529246386,0.00018455868675595248
P27_raw_detail_lowfreq_chroma,msfi_50k,168,2.1238379506837752,1.48782982109558,0.8444876795526527,38.07600411135135,1.2598658011564499,0.9837471424354556,0.0005772873361941156,0.013684583861611796,-0.011537181842131214,-0.013684583861611796,-1.1605565027979736,-0.002264462425595238
