method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM
Ours,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.1_Final.png,17.07508548,1.251847842,7.142394225,342.3980652,15.66199967,0.8847532272,19.54713048,1.831793308,38.20113791
HVDualformer,chazhuang.1,chazhuang.1.jpg,chazhuang.1_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.1_HVDual.jpg,6.713864116,0.6688992648,7.116703036,37.32105212,5.564452917,0.9993379712,39.85376721,0.7226140499,18.27102451
ABC-Former,chazhuang.1,chazhuang.1.jpg,chazhuang.1_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.1_AbcFormer.jpg,6.490149574,0.6564952435,7.105658061,37.16282328,5.543741544,0.9995671511,49.71840686,0.6380728483,18.06598316
GDCP,chazhuang.1,chazhuang.1.jpg,chazhuang.1_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.1_GDCP.jpg,6.908366389,0.680539641,7.196772989,91.63363049,9.017982174,0.8715028167,10.95358059,0.8686807156,19.54222531
CBF,chazhuang.1,chazhuang.1.jpg,chazhuang.1_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.1_CBF.jpg,12.49823278,0.9909574718,7.564996069,81.29841791,8.669645612,0.914902389,22.63991805,0.9405847788,29.33091994
HLRP,chazhuang.1,chazhuang.1.jpg,chazhuang.1_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.1_HLRP.jpg,12.69815732,0.9115834941,6.951819045,285.5366575,14.45465664,0.4324394763,12.20329478,0.7095471621,27.03053055
SGUIE-Net,chazhuang.1,chazhuang.1.jpg,chazhuang.1_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.1_SGUIEnet.jpg,13.90916489,1.075745283,7.578739517,98.60616673,9.458130496,0.9268934131,23.83761478,1.364947915,31.8645079
Histoformer,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.1_Histoformer.jpg,16.01492733,1.192589879,7.746462977,97.30558386,9.26560623,0.8799856305,19.61408541,1.190372109,35.46596538
WWPF,chazhuang.1,chazhuang.1.jpg,chazhuang.1_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.1_WWPF.jpg,25.47860934,1.748698055,7.780911672,207.2949011,12.94525014,0.7961193919,16.99331199,0.9792414308,51.39068974
Ours,chazhuang.11,chazhuang.11.jpg,chazhuang.11_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.11_Final.png,13.06329446,1.031455214,5.377363062,884.4602909,18.17580394,0.7916198373,14.44477293,1.441907883,25.23136233
HVDualformer,chazhuang.11,chazhuang.11.jpg,chazhuang.11_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.11_HVDual.jpg,5.970466873,0.6310940917,4.347720346,49.35146944,4.306092014,0.9984651804,40.79939544,0.5867447257,12.50403276
ABC-Former,chazhuang.11,chazhuang.11.jpg,chazhuang.11_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.11_AbcFormer.jpg,5.84765254,0.6241516396,4.362171886,50.09259894,4.295901118,0.999191165,52.67077817,0.5771076083,12.55610583
GDCP,chazhuang.11,chazhuang.11.jpg,chazhuang.11_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.11_GDCP.jpg,17.63087665,1.316328433,5.826656314,246.244039,10.34875098,0.8327555656,25.14700122,1.094102025,33.49203381
CBF,chazhuang.11,chazhuang.11.jpg,chazhuang.11_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.11_CBF.jpg,15.27905695,1.156743176,6.893392344,217.4662813,10.22145165,0.7062120438,19.62708428,1.026694298,30.84015058
HLRP,chazhuang.11,chazhuang.11.jpg,chazhuang.11_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.11_HLRP.jpg,15.64397678,1.136598691,7.253127743,651.5045161,21.49869587,0.3541836441,16.1989838,0.9927495122,35.50432234
SGUIE-Net,chazhuang.11,chazhuang.11.jpg,chazhuang.11_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.11_SGUIEnet.jpg,17.14953061,1.280602713,6.058861362,277.7872796,11.38722708,0.7824293375,22.35019116,1.622376084,33.4384715
Histoformer,chazhuang.11,chazhuang.11.jpg,chazhuang.11_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.11_Histoformer.jpg,22.10458005,1.550064502,7.066864687,792.6839832,22.05524109,0.5069833994,17.33027598,2.448012114,43.76037062
WWPF,chazhuang.11,chazhuang.11.jpg,chazhuang.11_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.11_WWPF.jpg,16.22284523,1.224028237,6.85443373,646.2667271,20.04664955,0.5478220582,11.28043706,0.845059216,33.68475641
Ours,chazhuang.2,chazhuang.2.jpg,chazhuang.2_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.2_Final.png,6.996254695,0.6852673926,6.36620919,104.0549177,7.140072567,0.7279352546,9.560681899,0.6339569688,15.75518965
HVDualformer,chazhuang.2,chazhuang.2.jpg,chazhuang.2_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.2_HVDual.jpg,3.072992988,0.468656887,3.951060114,16.8343652,2.706752542,0.9998989105,56.4205133,0.6734831333,7.61079254
ABC-Former,chazhuang.2,chazhuang.2.jpg,chazhuang.2_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.2_AbcFormer.jpg,3.076657455,0.4688572021,4.087335286,16.82937892,2.729836716,0.9998282194,55.45129875,0.2291043252,7.722377323
GDCP,chazhuang.2,chazhuang.2.jpg,chazhuang.2_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.2_GDCP.jpg,9.204961162,0.7969687757,4.022681465,63.09104134,4.651341292,0.8771858811,14.62281446,0.3610569835,17.37309273
CBF,chazhuang.2,chazhuang.2.jpg,chazhuang.2_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.2_CBF.jpg,4.386277758,0.5413329192,6.469109205,28.53067692,3.333250407,0.949669838,20.11485928,0.2603932321,9.852758664
HLRP,chazhuang.2,chazhuang.2.jpg,chazhuang.2_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.2_HLRP.jpg,2.011763592,0.3023626834,2.620078369,83.90220415,3.753059768,0.5496583581,8.731138254,0.3567267656,4.13465314
SGUIE-Net,chazhuang.2,chazhuang.2.jpg,chazhuang.2_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.2_SGUIEnet.jpg,6.596702502,0.6656932118,4.086499657,40.66125588,3.93797784,0.9533311129,20.42752513,2.088954926,14.14030868
Histoformer,chazhuang.2,chazhuang.2.jpg,chazhuang.2_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.2_Histoformer.jpg,8.787127712,0.7845949153,5.609279457,213.8232514,6.175879618,0.7367330194,12.56352347,2.334088326,18.22849778
WWPF,chazhuang.2,chazhuang.2.jpg,chazhuang.2_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.2_WWPF.jpg,7.129204582,0.6889238706,4.612134557,73.79425451,5.868984764,0.911754787,23.03455609,0.3131127357,15.12571465
Ours,chazhuang.4,chazhuang.4.jpg,chazhuang.4_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.4_Final.png,5.725631103,0.6236541096,4.346962907,594.9216105,9.602598281,0.8366861939,15.26182776,1.674049258,10.66519259
HVDualformer,chazhuang.4,chazhuang.4.jpg,chazhuang.4_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.4_HVDual.jpg,1.048176376,0.3575115659,3.200434469,12.65317398,1.280683321,0.9987778664,34.31709828,0.355907023,2.707363838
ABC-Former,chazhuang.4,chazhuang.4.jpg,chazhuang.4_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.4_AbcFormer.jpg,1.037010557,0.3568854002,3.286244444,13.37977567,1.366176075,0.9985404611,32.89555024,0.3899548948,2.60170387
GDCP,chazhuang.4,chazhuang.4.jpg,chazhuang.4_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.4_GDCP.jpg,3.6625301,0.5081728946,4.261206123,79.74042418,3.226081007,0.9004597068,26.46716283,0.8223490119,7.492698343
CBF,chazhuang.4,chazhuang.4.jpg,chazhuang.4_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.4_CBF.jpg,4.452722505,0.5456987941,6.571822701,97.60905662,4.459601387,0.6775563359,17.49905897,0.8230901361,9.257849026
HLRP,chazhuang.4,chazhuang.4.jpg,chazhuang.4_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.4_HLRP.jpg,16.45334291,1.159462787,7.054930089,878.5447394,21.96788877,0.1507114619,10.08863637,1.70073688,35.38668899
SGUIE-Net,chazhuang.4,chazhuang.4.jpg,chazhuang.4_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.4_SGUIEnet.jpg,3.746618293,0.5097895592,4.598439132,70.7015674,3.449480733,0.8494884372,25.96189246,1.107518673,8.227603602
Histoformer,chazhuang.4,chazhuang.4.jpg,chazhuang.4_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.4_Histoformer.jpg,13.98329167,1.092855997,7.047015511,568.8176822,12.8941618,0.2766055763,14.41571885,2.646158695,29.54377679
WWPF,chazhuang.4,chazhuang.4.jpg,chazhuang.4_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.4_WWPF.jpg,7.439987833,0.7276021522,5.306597725,330.2214636,8.381150959,0.55305022,14.60843622,0.7085782886,14.19262475
Ours,chazhuang.5,chazhuang.5.jpg,chazhuang.5_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.5_Final.png,5.247432647,0.5956608559,4.4177131,512.8076998,9.013430642,0.9179599881,15.54187094,1.535140395,9.694293455
HVDualformer,chazhuang.5,chazhuang.5.jpg,chazhuang.5_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.5_HVDual.jpg,1.935434664,0.4068946956,3.640397748,25.14512637,1.970690153,0.998278439,35.0881836,0.5500203371,4.273542502
ABC-Former,chazhuang.5,chazhuang.5.jpg,chazhuang.5_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.5_AbcFormer.jpg,1.887932264,0.4042544413,3.722919768,25.91323962,2.002053717,0.9990373254,54.53385656,0.5407480001,4.167496179
GDCP,chazhuang.5,chazhuang.5.jpg,chazhuang.5_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.5_GDCP.jpg,6.165984349,0.6586837111,5.160401623,105.9140674,4.11936796,0.8913141489,25.17114046,1.169670105,11.13492909
CBF,chazhuang.5,chazhuang.5.jpg,chazhuang.5_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.5_CBF.jpg,4.859868372,0.5706350063,6.764092591,82.96264694,3.951545754,0.7658050656,17.42196614,1.129303932,9.774164266
HLRP,chazhuang.5,chazhuang.5.jpg,chazhuang.5_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.5_HLRP.jpg,15.54781166,1.120251319,7.395312968,631.8035707,17.34891668,0.2165238112,9.968742089,2.601806641,33.13498419
SGUIE-Net,chazhuang.5,chazhuang.5.jpg,chazhuang.5_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.5_SGUIEnet.jpg,6.842647813,0.6925274581,5.468483733,90.64619906,4.252985939,0.820566535,22.75260049,2.216840744,12.96164699
Histoformer,chazhuang.5,chazhuang.5.jpg,chazhuang.5_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.5_Histoformer.jpg,12.70661874,1.015598562,7.232999067,363.5054712,10.15332355,0.3771532476,14.73183689,3.995325565,27.15097757
WWPF,chazhuang.5,chazhuang.5.jpg,chazhuang.5_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.5_WWPF.jpg,6.740735931,0.6897076619,5.530219073,244.9686373,6.739076207,0.7080136538,12.42891805,0.929258585,12.52448193
Ours,chazhuang.7,chazhuang.7.jpg,chazhuang.7_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.7_Final.png,7.628578447,0.7281073305,4.936417261,534.7814704,11.43433235,0.8679389954,14.19463999,2.174459219,14.69375863
HVDualformer,chazhuang.7,chazhuang.7.jpg,chazhuang.7_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.7_HVDual.jpg,3.825710796,0.5119561997,4.034251573,32.37705721,2.800505614,0.9983454347,35.64420666,0.6784994602,7.886085617
ABC-Former,chazhuang.7,chazhuang.7.jpg,chazhuang.7_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.7_AbcFormer.jpg,3.76441423,0.5085280958,4.037007124,33.52590615,2.889937209,0.9988934398,50.69383842,0.7228204012,7.848701394
GDCP,chazhuang.7,chazhuang.7.jpg,chazhuang.7_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.7_GDCP.jpg,11.32540986,0.9567014846,5.459155529,147.5339929,6.285177641,0.8769129515,24.92417772,1.195283771,20.32505325
CBF,chazhuang.7,chazhuang.7.jpg,chazhuang.7_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.7_CBF.jpg,8.135252224,0.7572095413,6.818527891,92.20653409,4.971721163,0.8300489187,18.36105147,0.964237988,16.13145184
HLRP,chazhuang.7,chazhuang.7.jpg,chazhuang.7_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.7_HLRP.jpg,14.96138184,1.092581522,7.644045728,778.9557455,21.21012729,0.2199762166,12.57054638,1.162145376,34.21785606
SGUIE-Net,chazhuang.7,chazhuang.7.jpg,chazhuang.7_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.7_SGUIEnet.jpg,11.02738276,0.9309375034,5.605205695,176.3393809,7.204104318,0.8269003034,22.12051855,1.910819054,20.79857516
Histoformer,chazhuang.7,chazhuang.7.jpg,chazhuang.7_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.7_Histoformer.jpg,17.41716069,1.279360596,7.373632825,460.2652478,14.24682132,0.4096039236,17.28156315,2.941824436,35.18556589
WWPF,chazhuang.7,chazhuang.7.jpg,chazhuang.7_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.7_WWPF.jpg,10.9566405,0.9299152041,5.959801517,320.7834297,10.27558715,0.6591348648,11.44844536,0.9774839282,20.95857385
Ours,chazhuang.8,chazhuang.8.jpg,chazhuang.8_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.8_Final.png,5.547648965,0.612972727,4.43452115,509.7439459,9.09105413,0.8935078979,12.19543208,2.88588953,10.6132774
HVDualformer,chazhuang.8,chazhuang.8.jpg,chazhuang.8_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.8_HVDual.jpg,2.694021571,0.4496072292,3.792957503,24.40326215,1.908948192,0.9978467822,37.85113536,1.008548141,5.66299168
ABC-Former,chazhuang.8,chazhuang.8.jpg,chazhuang.8_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.8_AbcFormer.jpg,2.607217356,0.4445741574,3.747505403,25.23050059,2.052638826,0.9992880821,53.94856777,1.165711999,5.506147209
GDCP,chazhuang.8,chazhuang.8.jpg,chazhuang.8_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.8_GDCP.jpg,7.596805806,0.7459744228,4.98194051,81.70777821,3.721016537,0.9061842561,25.61787843,2.173377991,14.09652727
CBF,chazhuang.8,chazhuang.8.jpg,chazhuang.8_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.8_CBF.jpg,6.071114359,0.6388439649,6.715060924,74.26269103,3.98211037,0.7698215842,18.70200576,1.760977268,12.27686995
HLRP,chazhuang.8,chazhuang.8.jpg,chazhuang.8_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.8_HLRP.jpg,12.8392811,0.9510420726,7.096584743,558.9931965,16.32304815,0.2207400948,9.191563033,1.930051923,27.95885888
SGUIE-Net,chazhuang.8,chazhuang.8.jpg,chazhuang.8_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.8_SGUIEnet.jpg,7.019220763,0.703082652,5.31732686,100.6268025,4.319583031,0.8517763615,22.88970894,1.990034699,13.06732916
Histoformer,chazhuang.8,chazhuang.8.jpg,chazhuang.8_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.8_Histoformer.jpg,13.12756571,1.046347027,6.989070493,325.0707876,9.657711864,0.4089931548,15.51755064,3.073306322,25.92442055
WWPF,chazhuang.8,chazhuang.8.jpg,chazhuang.8_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.8_WWPF.jpg,7.396834507,0.7314523819,5.484691376,263.6077782,6.580500273,0.7660442591,10.66097751,1.820824981,13.77118627
Ours,chazhuang.9,chazhuang.9.jpg,chazhuang.9_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.9_Final.png,6.587682782,0.6717165805,4.658442285,614.077836,10.95814051,0.8964313269,13.19639257,1.45241046,12.19452901
HVDualformer,chazhuang.9,chazhuang.9.jpg,chazhuang.9_HVDual.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2025AAAI_HVDual_former\lgsresults\chazhuang.9_HVDual.jpg,2.640404818,0.4457737259,3.864367192,27.11324941,2.32804725,0.9988558888,43.20313153,0.5850167871,5.615645651
ABC-Former,chazhuang.9,chazhuang.9.jpg,chazhuang.9_AbcFormer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2025CVPR_ABC-Former\ABC-Former\lgsresults\chazhuang.9_AbcFormer.jpg,2.767569665,0.4530925521,3.931087758,30.73284189,2.432058677,0.9990844131,38.52329562,0.5005939007,5.683349488
GDCP,chazhuang.9,chazhuang.9.jpg,chazhuang.9_GDCP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2018_Generalization-of-the-Dark-Channel-Prior\lgsresults\chazhuang.9_GDCP.jpg,8.642016564,0.8021104078,5.23722772,127.4614077,5.087395676,0.8437735438,23.84902825,1.233899832,16.42224285
CBF,chazhuang.9,chazhuang.9.jpg,chazhuang.9_CBF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2018_Color-Balance-and-fusion-for-underwater-image-enhancement\lgsresult\chazhuang.9_CBF.jpg,6.343526046,0.6528374602,6.818262725,102.9412716,4.959797963,0.7411866188,18.82846426,0.8236629963,13.50355326
HLRP,chazhuang.9,chazhuang.9.jpg,chazhuang.9_HLRP.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2022_HLRP-main\HLRP_Code\lgsresult\chazhuang.9_HLRP.jpg,15.40352493,1.105436098,7.525431756,671.40048,19.14587786,0.1834170073,10.65244676,1.364281058,34.52015427
SGUIE-Net,chazhuang.9,chazhuang.9.jpg,chazhuang.9_SGUIEnet.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2022_SGUIE_Net_Simple\lgsresults\chazhuang.9_SGUIEnet.jpg,9.920737557,0.8685563509,5.194045634,55.38260678,4.009167017,0.8853706121,16.83701301,1.163667679,19.72909321
Histoformer,chazhuang.9,chazhuang.9.jpg,chazhuang.9_Histoformer.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2024_Histoformer-main\lgsresults\chazhuang.9_Histoformer.jpg,17.43384238,1.292446968,7.077357205,448.2016654,12.82729433,0.3283233643,14.96460707,3.522377014,35.43507016
WWPF,chazhuang.9,chazhuang.9.jpg,chazhuang.9_WWPF.jpg,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\2024_WWPF_code\2023-WWPE\datasets\lgsresults\chazhuang.9_WWPF.jpg,10.47678423,0.9153612185,6.043469845,376.8191223,9.602523045,0.6093857884,11.46684032,0.9174591303,19.59161933
Ours,chichaoyiwan.1,chichaoyiwan.1.jpg,chichaoyiwan.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chichaoyiwan.1_Final.png,25.4029599,1.72671596,6.556075566,958.7432945,28.22719859,0.3118416369,17.18146486,3.62131238,46.88075517
