method,MS_SSIM,PSNR,UCIQE,UIQM,delta_ms_ssim,delta_psnr,delta_uciqe,delta_uiqm,z_uciqe,z_uiqm,visual_score,gate_pass,rank
clahe_s08,0.7542033523262254,16.826843952859523,4.817013992740232,24.811538023740695,0.05305352438933297,0.7108421420028819,0.09175763829894734,-4.106583574236634,1.0481962090066754,-0.801057325895191,0.12356944155574223,True,1
clahe_s05,0.7541677268891938,16.833251018677224,4.816533090981099,24.807053319890674,0.05301789895230136,0.7172492078205828,0.0912767365398146,-4.111068278086655,0.943468248516515,-0.809918092897624,0.06677507780944553,True,2
clahe_s04,0.7523915953786948,16.83507771107868,4.8062958452305775,24.857695661647245,0.05124176744180242,0.7190759002220375,0.08103949078929329,-4.060425936330084,-1.2859390017754093,-0.7098602059625914,-0.9978996038690003,True,3
clahe_s03,0.7525533930704057,16.82677643114576,4.805492406600549,24.872029598818347,0.051403565133513296,0.7107746202891185,0.08023605215926466,-4.046091999158982,-1.4609071475639603,-0.6815395672430381,-1.0712233574034993,True,4
clahe_s06,0.7511714911272404,16.834075973580745,4.812056363983587,24.91547215161629,0.050021663190347954,0.7180741627241041,0.08680000954230316,-4.0026494463610405,-0.031447062598428215,-0.595706845349573,-0.3135769539740006,True,5
clahe_s02,0.7411667225742529,16.87491446081304,4.808217685389896,25.397877225048784,0.04001689463736047,0.7589126499564003,0.08296133094861169,-3.520244372928545,-0.8674119399562239,0.3574171734095202,-0.25499738327335186,True,6
clahe_s01,0.7281574252330267,16.835753391655157,4.8170350971429245,26.030155028706538,0.027007597296134334,0.7197515807985155,0.09177874270164033,-2.887966569270791,1.052792201866808,1.6066560276082216,1.3297241147375147,True,7
clahe_s07,0.7277464246738098,16.851078083650307,4.814961647386608,26.043999117660803,0.02659659673691739,0.7350762727936662,0.08970529294532348,-2.874122480316526,0.6012484925040231,1.6340088363302756,1.1176286644171494,True,8
