method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM
SGUIE-Net,duolie.7,duolie.7.jpg,duolie.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\duolie.7.jpg,4.48208954,0.5466745601,5.292187787,138.0029683,9.3299763,0.940410614,23.00765608,2.740994602,16.11550196
WWPF,duolie.7,duolie.7.jpg,duolie.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\duolie.7.jpg,13.50839346,1.064100723,6.772523836,625.5907279,26.04090096,0.5795122981,19.3615479,2.019156384,31.15970477
ABC-Former,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\duolie.8.jpg,2.890544715,0.4582581166,4.711267038,53.97190439,5.906976058,0.9985460043,29.08999234,1.97055634,12.78284943
CBF,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\duolie.8.jpg,9.130922455,0.8025897723,6.671751111,251.4724236,15.31409192,0.7566799521,16.35814117,2.674835538,23.9014212
GDCP,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\duolie.8.jpg,7.735546449,0.727366268,6.212868039,214.9487657,14.65918846,0.7836120725,20.72844061,3.973378261,21.13412695
Histoformer,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\duolie.8.jpg,21.5216419,1.502375088,7.325564053,851.4552753,32.50410224,0.4621017277,15.40666254,5.13986442,45.66450801
HLRP,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\duolie.8.jpg,14.04921212,1.074117773,6.467230156,222.1857416,16.99664921,0.4408396482,10.20403348,2.027988413,31.23233071
HVDualformer,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\duolie.8.jpg,3.237543818,0.4774315936,4.791308035,57.62539185,6.154149731,0.9909702539,36.74343585,1.465907747,13.44141011
Ours,duolie.8,duolie.8.jpg,duolie.8.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\duolie.8.png,18.74561514,1.347461102,6.751430838,1151.854124,30.59762835,0.6644787192,13.54227794,4.311774756,40.08682734
SGUIE-Net,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\duolie.8.jpg,5.503263194,0.6038059845,5.575754298,169.1506025,10.50910455,0.8914541006,20.7016366,2.817986694,17.90339219
WWPF,duolie.8,duolie.8.jpg,duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duolie.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\duolie.8.jpg,14.41081837,1.11391507,6.898777778,688.1034581,27.70985859,0.5402825475,18.00205079,2.087909135,32.69946543
ABC-Former,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\duowenqigou.3.jpg,6.543303182,0.659605384,5.562333279,93.43354722,9.691026213,0.9995622039,52.60706869,3.607396412,19.36384956
CBF,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\duowenqigou.3.jpg,18.65299519,1.335001069,7.042104582,418.5504653,23.47041186,0.7656974792,17.49011281,3.472385943,39.25157213
GDCP,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\duowenqigou.3.jpg,23.7197931,1.625560692,6.87633943,453.8964048,24.80331158,0.7453109622,16.43265412,4.765974098,48.27814833
Histoformer,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\duowenqigou.3.jpg,22.11559011,1.526700663,7.144355429,670.4852567,31.23827857,0.7015836239,18.56692534,2.849579567,44.73286218
HLRP,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\duowenqigou.3.jpg,12.34708907,0.9789332336,6.344499241,171.545675,15.7622075,0.4773031175,16.76427326,1.71218656,28.34215563
HVDualformer,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\duowenqigou.3.jpg,6.611038136,0.6634945019,5.565500769,90.24655662,9.601426048,0.9926397204,35.68862693,2.697305406,19.407405
Ours,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\duowenqigou.3.png,22.54078275,1.556339099,6.972955683,1119.498188,35.50801332,0.7429505587,19.26027892,6.492703839,46.30913847
SGUIE-Net,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\duowenqigou.3.jpg,18.64533383,1.3543399,6.807785472,491.4362902,25.68062169,0.8105347753,22.41586141,4.255508751,39.52659446
WWPF,duowenqigou.3,duowenqigou.3.jpg,duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\duowenqigou.3.jpg,22.08259037,1.546942529,7.448192634,1280.213504,42.70283161,0.5540024042,13.50694632,3.342487415,44.8625443
ABC-Former,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\duowenqigou.4.jpg,6.502631828,0.6567177406,5.489959655,89.66055545,10.63778317,0.9995622635,54.38722305,3.111138937,19.30710335
CBF,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\duowenqigou.4.jpg,20.99935274,1.464974598,7.015545895,611.8152821,29.64946033,0.7334399819,17.52551388,3.413131103,42.92507865
GDCP,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\duowenqigou.4.jpg,21.03306622,1.468955767,6.946653091,502.8038156,27.62503399,0.7448598742,21.1346551,4.584938577,43.57126349
Histoformer,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\duowenqigou.4.jpg,21.61042188,1.497650932,6.991749591,699.6956358,32.41899871,0.7463387251,19.06110851,3.278275334,43.81607842
HLRP,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\duowenqigou.4.jpg,10.78555305,0.8921500615,6.010280486,133.576058,14.30927591,0.5360845327,17.26482514,1.498178842,25.62087616
HVDualformer,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\duowenqigou.4.jpg,6.488889363,0.6560486843,5.481808183,87.13214146,10.56834541,0.990860939,36.59228593,2.328927442,19.22629587
Ours,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\duowenqigou.4.png,30.17174037,1.985104747,7.367661645,1901.089307,50.98177526,0.6725135446,17.57329759,5.566599316,58.21184829
SGUIE-Net,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\duowenqigou.4.jpg,23.14931362,1.597293655,7.109246709,871.7757641,36.21721954,0.7084209323,20.2143203,4.616368613,46.7768128
WWPF,duowenqigou.4,duowenqigou.4.jpg,duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\duowenqigou.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\duowenqigou.4.jpg,20.45567792,1.44643622,7.353328911,1414.932112,45.89999766,0.5828291774,13.3857285,3.497463295,41.87811707
ABC-Former,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\fanquyuanjia.3.jpg,4.759608274,0.5617754986,5.536294819,98.58965517,7.625856756,0.994775176,24.55774125,3.381026956,16.13678646
CBF,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\fanquyuanjia.3.jpg,8.484965656,0.7708942941,6.951180781,203.7320533,10.81684902,0.8768461943,17.21029256,4.223416282,22.87065203
GDCP,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\fanquyuanjia.3.jpg,12.93414796,1.040175541,6.73445672,273.6221493,14.17439581,0.7754262686,21.29605511,5.070781087,30.42098312
Histoformer,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\fanquyuanjia.3.jpg,29.39466093,1.95233496,7.78261509,1122.494308,36.705637,0.4296263456,11.31517873,6.059201364,58.75180869
HLRP,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\fanquyuanjia.3.jpg,16.97392014,1.245365509,6.978429449,208.4172169,15.12810366,0.3181593716,9.001838246,2.397796621,36.98075101
HVDualformer,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\fanquyuanjia.3.jpg,4.650640913,0.555872766,5.41186234,99.90841007,7.62272964,0.9931963086,28.28089097,1.827857779,16.17753193
Ours,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\fanquyuanjia.3.png,12.11249099,0.9775411921,6.146854144,898.9354771,22.91242637,0.8832247853,16.11717999,9.379871818,30.5240732
SGUIE-Net,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\fanquyuanjia.3.jpg,5.190265609,0.5866082597,5.522642936,112.8254996,7.142573599,0.9848816395,30.03958528,2.816534271,17.00883086
WWPF,fanquyuanjia.3,fanquyuanjia.3.jpg,fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\fanquyuanjia.3.jpg,14.93764782,1.152639286,6.761559392,628.7107024,23.19041233,0.7444581389,19.52454215,3.311143197,31.50347932
ABC-Former,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\fanquyuanjia.4.jpg,3.365466532,0.484858472,5.303609885,71.55794965,5.443006742,0.996602118,24.78064118,6.18037072,13.42396935
CBF,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\fanquyuanjia.4.jpg,7.990526843,0.7422705259,6.848899467,166.7578762,9.689602241,0.8367459178,17.55747052,4.492163542,22.01463468
GDCP,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\fanquyuanjia.4.jpg,5.866957852,0.6311187705,5.390367802,155.0468456,6.642167058,0.87554878,13.02132314,5.105121542,11.76989197
Histoformer,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\fanquyuanjia.4.jpg,20.96089161,1.476834787,7.703445111,452.608508,21.60725366,0.4948841631,14.08487129,5.339250092,46.21155882
HLRP,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\fanquyuanjia.4.jpg,20.55930101,1.447047424,7.42940155,338.5168936,17.80462902,0.2908118963,10.23795802,5.082408713,43.22217862
HVDualformer,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\fanquyuanjia.4.jpg,3.619769879,0.4990466785,5.409987312,71.16262735,5.439843023,0.9873541594,24.94203608,4.37255828,13.85100856
Ours,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\fanquyuanjia.4.png,8.542521401,0.7823115965,5.206668961,584.8718603,13.40550389,0.9350960851,22.38347223,8.617868501,21.93776135
SGUIE-Net,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\fanquyuanjia.4.jpg,5.514454993,0.6056050415,5.551560754,144.6273021,7.600040734,0.9713095427,28.40990574,7.152825192,18.15279633
WWPF,fanquyuanjia.4,fanquyuanjia.4.jpg,fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\fanquyuanjia.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\fanquyuanjia.4.jpg,11.71520515,0.9763861735,6.317196874,364.6424863,13.13528248,0.8157490492,15.58825121,3.90113006,23.02666421
ABC-Former,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\gutiao.2.jpg,2.470471609,0.4350120417,4.738687705,5.319572884,2.482089997,0.9963465929,45.06929786,2.847071615,8.610916434
CBF,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\gutiao.2.jpg,10.26503874,0.8652666155,6.830261963,78.2174373,9.729852208,0.6709424257,20.10618489,5.227487246,25.92054519
GDCP,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\gutiao.2.jpg,6.130844329,0.6365226588,6.225764751,34.19866771,6.384832517,0.8050325513,20.89818912,5.355603602,18.72789821
Histoformer,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\gutiao.2.jpg,15.47887627,1.155082533,7.3570942,284.8932455,18.59439752,0.5136496425,17.45209873,7.466762476,35.984618
HLRP,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\gutiao.2.jpg,14.9302812,1.126916622,7.21506482,163.7820582,14.48734765,0.4483768642,18.23421178,7.050402,34.63312198
HVDualformer,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\gutiao.2.jpg,2.421051987,0.4323016425,4.745045098,4.909360306,2.405429736,0.9916098714,40.4352924,2.680666018,8.475077169
Ours,gutiao.2,gutiao.2.jpg,gutiao.2.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\gutiao.2.png,15.55838018,1.164535115,6.815838905,518.9270915,22.67869263,0.6349810362,16.62525814,4.536601424,35.09783779
SGUIE-Net,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\gutiao.2.jpg,9.253946747,0.811799626,6.506868616,84.45502057,10.0785158,0.7280831933,17.89110693,7.295709919,25.02228041
WWPF,gutiao.2,gutiao.2.jpg,gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\gutiao.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\WWPF\gutiao.2.jpg,16.89549374,1.245305987,7.379386767,382.3096248,22.15781636,0.470469296,14.13185716,4.419332837,37.60102677
ABC-Former,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\hailianzao.10.jpg,5.850256909,0.6216552204,5.567183951,45.27408895,5.814600408,0.998945415,46.48567765,6.986447087,16.10952507
CBF,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\hailianzao.10.jpg,11.40514339,0.9333318189,7.074252499,101.6243877,8.6290173,0.8958229423,19.57540455,8.616664599,27.42621239
GDCP,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\hailianzao.10.jpg,11.5896706,0.9433884528,6.536868497,131.075867,10.35909835,0.8781371713,20.57576936,8.598939767,28.97408739
Histoformer,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\hailianzao.10.jpg,14.36563899,1.098360868,7.141937506,198.5334493,14.68056183,0.8034960628,22.32936349,6.18901404,34.16559956
HLRP,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\hailianzao.10.jpg,21.78821589,1.529227658,7.407829749,258.0232906,15.69472459,0.46100685,15.81825273,9.181367139,46.21644597
HVDualformer,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\hailianzao.10.jpg,6.70219657,0.6693140216,5.661415116,45.43345905,5.796798987,0.9784502387,29.53401081,5.167890125,17.77275585
Ours,hailianzao.10,hailianzao.10.jpg,hailianzao.10.png,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\hailianzao.10.png,15.99065754,1.195436245,6.173227922,848.8241967,22.74181347,0.8874622583,21.61939382,14.09704291,35.77493286
SGUIE-Net,hailianzao.10,hailianzao.10.jpg,hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\inputs\raw\hailianzao.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\hailianzao.10.jpg,15.18729496,1.163877003,6.290633103,152.2653997,10.41871019,0.8926090598,22.26427038,9.74893919,34.20885942
