stem,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,raw_grad_mean,final_grad_mean,grad_mean_ratio,raw_luma_std,final_luma_std,luma_std_ratio
chazhuang.3,0.9527571797370911,0.9044042825698853,0.0032714842818677425,48.3401505419029,0.34336188435554504,0.3423555791378021,0.9970692547406625,26.35341453552246,26.32025146484375,0.998741602473078
chazhuang.4,7.6124348640441895,0.42854490876197815,7.430073261260986,29.872533428750977,0.14823530614376068,0.1488742232322693,1.004310147837377,4.72300910949707,4.710957050323486,0.9974482242376375
chazhuang.6,0.49025389552116394,0.39665040373802185,0.01206054724752903,51.22347971694721,0.2525777518749237,0.26685386896133423,1.0565216687689831,15.007548332214355,15.250078201293945,1.016160525536528
chichaoyiwan.1,11.532590866088867,0.9483691453933716,7.847172737121582,25.526134379550665,0.09961508959531784,0.10034752637147903,1.0073526588369697,3.400433301925659,3.399296998977661,0.9996658355430702
chichaoyiwan.16,11.617197036743164,0.9798437356948853,7.859824180603027,25.463887502875973,0.11673744022846222,0.11738695204257965,1.0055638602943704,4.132595062255859,4.132503509521484,0.9999778459459556
chichaoyiwan.2,11.376526832580566,0.9832617044448853,7.611318588256836,25.603151161983746,0.11040845513343811,0.11042395234107971,1.000140353449222,2.6637375354766846,2.662468194961548,0.9995234735037688
chichaoyiwan.3,11.328619956970215,0.961669921875,7.625234603881836,25.64030805469749,0.09585914015769958,0.09646549075841904,1.006325422838099,2.6819915771484375,2.676581621170044,0.9979828583271956
chichaoyiwan.4,11.010396957397461,0.9601269364356995,7.3975830078125,25.882909634837894,0.09712102264165878,0.0940147414803505,0.9680163774553145,3.0004124641418457,2.9857897758483887,0.9951264402933462
chichaoyiwan.5,8.320589065551758,0.947070300579071,6.572187423706055,26.823690775374512,0.10711093991994858,0.10772214084863663,1.005706232467371,11.888447761535645,11.894038200378418,1.0004702411916542
chichaoyiwan.6,5.921721935272217,0.8780664205551147,2.924077033996582,31.810143114843058,0.08656570315361023,0.09153290092945099,1.0573806546646523,4.209197044372559,4.242654800415039,1.0079487262491698
chichaoyiwan.7,6.193792343139648,0.98046875,3.1134912967681885,31.439727576310776,0.08496091514825821,0.08597243577241898,1.0119057052350477,4.346746444702148,4.351779460906982,1.0011578810192185
donghaiyuanjia.12,7.649785041809082,0.30588868260383606,7.004868030548096,28.072833905148435,0.12268093228340149,0.1223534420132637,0.9973305446790068,5.007330894470215,5.110011100769043,1.0205059756269983
donghaiyuanjia.13,7.487766742706299,0.38432615995407104,6.919316291809082,28.243977234560916,0.15173400938510895,0.13768477737903595,0.9074088072251217,7.960824966430664,8.07175064086914,1.0139339420088114
donghaiyuanjia.14,7.369166851043701,0.977978527545929,6.829047679901123,28.148464791812394,0.14884161949157715,0.15039153397083282,1.0104131725664958,7.357321739196777,7.37479829788208,1.0023753966867888
