stem,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,raw_grad_mean,final_grad_mean,grad_mean_ratio,raw_luma_std,final_luma_std,luma_std_ratio
chazhuang.3,0.8212077021598816,0.7780371308326721,0.0032275391276925802,48.98296966199958,0.34336188435554504,0.3454118072986603,1.0059701499512461,26.35341453552246,26.188493728637695,0.9937419567526551
chazhuang.4,2.808880090713501,0.05816406384110451,2.497739315032959,38.69366938105947,0.14823530614376068,0.14975100755691528,1.0102249622061001,4.72300910949707,4.731685638427734,1.0018370762638125
chazhuang.6,0.001051432336680591,0.0009472656529396772,1.9531249563442543e-05,77.91299031303265,0.2525777518749237,0.2525891959667206,1.0000453052244966,15.007548332214355,15.009350776672363,1.0001201024589752
chichaoyiwan.1,3.328597068786621,0.9971972703933716,2.5613231658935547,35.90440164230892,0.09961508959531784,0.10012242943048477,1.0050929917559175,3.400433301925659,3.431055784225464,1.0090054644722652
chichaoyiwan.16,3.3462629318237305,0.9958398342132568,2.5441503524780273,35.8797493090374,0.11673744022846222,0.11728677898645401,1.0047057546594387,4.132595062255859,4.1598358154296875,1.0065916819230691
chichaoyiwan.2,3.276376962661743,0.9965136647224426,2.501391649246216,36.00481591043281,0.11040845513343811,0.11062771826982498,1.0019859179637642,2.6637375354766846,2.6860296726226807,1.008368743481943
chichaoyiwan.3,3.2194888591766357,0.9994433522224426,2.5010204315185547,36.1336168279462,0.09585914015769958,0.09611544758081436,1.0026737817595623,2.6819915771484375,2.7052433490753174,1.0086695913277
chichaoyiwan.4,3.2088801860809326,0.9986913800239563,2.498779296875,36.14038151417011,0.09712102264165878,0.097521111369133,1.0041194760153105,3.0004124641418457,3.0301291942596436,1.0099042146581647
chichaoyiwan.5,2.5458366870880127,0.9994726777076721,1.9799267053604126,38.225078130612495,0.10711093991994858,0.1073111891746521,1.0018695406182005,11.888447761535645,11.89498233795166,1.0005496575790667
chichaoyiwan.6,3.018099069595337,0.981005847454071,1.333310604095459,37.43288002275092,0.08656570315361023,0.08580242097377777,0.9911826145550896,4.209197044372559,4.1809515953063965,0.9932895871203715
chichaoyiwan.7,3.176337957382202,0.9825683832168579,1.376254916191101,37.10201208630177,0.08496091514825821,0.08421365916728973,0.9912046972320249,4.346746444702148,4.313559532165527,0.9923651140108632
donghaiyuanjia.12,2.6078646183013916,0.9870703220367432,2.4921631813049316,38.19852007909435,0.12268093228340149,0.1213681623339653,0.9892993074449181,5.007330894470215,5.014129638671875,1.001357757924049
donghaiyuanjia.13,2.6219661235809326,0.9989843964576721,2.483779191970825,38.47569393903717,0.15173400938510895,0.15206637978553772,1.0021904739720857,7.960824966430664,7.973056316375732,1.0015364423907207
donghaiyuanjia.14,2.60097336769104,0.9950292706489563,2.4802441596984863,38.20480375284266,0.14884161949157715,0.1489119529724121,1.0004725323508483,7.357321739196777,7.366248607635498,1.0012133311215614
donghaiyuanjia.15,2.6265006065368652,0.9912988543510437,2.489755868911743,38.37288618693493,0.14603681862354279,0.14580084383487701,0.9983841349786028,6.695673942565918,6.704318046569824,1.0012909981992497
donghaiyuanjia.16,8.377031326293945,0.9845409989356995,2.975761651992798,27.296883222014415,0.10483824461698532,0.10488998144865036,1.000493482424859,4.021014213562012,4.044382572174072,1.0058115580709543
donghaiyuanjia.17,8.357688903808594,0.970263659954071,2.9771435260772705,27.361113562859952,0.15511341392993927,0.15687498450279236,1.011356655216757,6.37561559677124,6.3731255531311035,0.9996094424762674
donghaiyuanjia.18,8.008248329162598,0.9992578029632568,2.433159112930298,27.142634749158937,0.10355837643146515,0.10397573560476303,1.004030172967649,4.326363563537598,4.351256847381592,1.005753858285984
donghaiyuanjia.19,2.66391921043396,0.9965136647224426,1.8818261623382568,37.34998726561599,0.15134331583976746,0.1517380028963089,1.0026078855993312,6.571278095245361,6.590374946594238,1.002906108989633
donghaiyuanjia.20,3.4774935245513916,1.0017187595367432,2.0114941596984863,35.90225949028225,0.14951345324516296,0.14976830780506134,1.0017045526851416,13.100500106811523,13.114214897155762,1.0010468905180239
donghaiyuanjia.21,3.3597428798675537,1.0018261671066284,1.9136962890625,36.19575593724994,0.1477125883102417,0.147927388548851,1.0014541701530812,13.10588550567627,13.119254112243652,1.001020045960311
donghaiyuanjia.22,3.004993438720703,0.9905956983566284,1.5271484851837158,36.80475496141828,0.14939478039741516,0.14833372831344604,0.9928976563033581,9.150249481201172,9.16998291015625,1.0021565999914497
donghaiyuanjia.24,4.5205535888671875,0.998730480670929,2.999204158782959,33.30410130530973,0.14405766129493713,0.1445930451154709,1.0037164480667307,14.30797290802002,14.32321548461914,1.0010653204123354
donghaiyuanjia.26,8.058724403381348,0.9051074385643005,2.9929003715515137,27.57056518190131,0.1369740515947342,0.13492268323898315,0.9850236645781342,3.7566277980804443,3.7758257389068604,1.0051104184000117
duolie.5,3.121474504470825,0.9607812762260437,1.478940486907959,37.431586199181396,0.4193117022514343,0.418919175863266,0.9990638768602818,7.406668186187744,7.382307529449463,0.9967109829787676
duolie.6,3.1165332794189453,0.9643261432647705,1.4761865139007568,37.448685236612306,0.4151565134525299,0.414194256067276,0.9976821792462468,7.05951452255249,7.0137739181518555,0.9935207151641899
duolie.7,3.053626298904419,0.9609472751617432,1.4476464986801147,37.59277890065426,0.45918357372283936,0.45809346437454224,0.9976259813976248,9.370227813720703,9.29948616027832,0.9924503805199648
duolie.8,2.9698665142059326,0.9530078172683716,1.368872046470642,37.820180155191395,0.46193942427635193,0.4630371332168579,1.0023763027800652,9.748412132263184,9.692420959472656,0.9942563801134878
duowenqigou.3,0.8424902558326721,0.8752148151397705,0.5948290824890137,47.537898977949375,0.8372464776039124,0.838711678981781,1.0017500227415848,17.96973419189453,17.918596267700195,0.9971542191639898
duowenqigou.4,0.8891276121139526,0.9039648175239563,0.5377636551856995,47.11014437749793,0.8687866926193237,0.869657576084137,1.001002412296608,14.59325122833252,14.553633689880371,0.9972852150059257
fanquyuanjia.3,3.0593879222869873,0.9737597703933716,2.429741144180298,36.344169725606164,0.570264458656311,0.5710105299949646,1.001308288331879,26.317564010620117,26.32549285888672,1.0003012758803627
