method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,SIFT_KP,MS_SSIM,PSNR,UCIQE,UIQM
r4_00_r3_03_base,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_00_r3_03_base\Final\chazhuang.1_Final.png,17.29908514,1.26252997,7.238086784,321.5608836,15.34292057,2473,0.8931913972,19.72532571,1.739284635,38.40358604
r4_01_gamma_050_200_52,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_01_gamma_050_200_52\Final\chazhuang.1_Final.png,17.53187304,1.275772577,7.213946754,332.0144446,15.57482923,2549,0.887576282,19.39314978,1.849532127,38.72211428
r4_02_gamma_050_205_50,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_02_gamma_050_205_50\Final\chazhuang.1_Final.png,17.75805589,1.288662594,7.198427767,341.494617,15.79191821,2554,0.8822233677,19.08928516,1.950109243,38.93364044
r4_03_gamma_050_210_48,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chazhuang.1_Final.png,17.94363414,1.29931403,7.173774574,348.4725999,15.90619117,2580,0.8775186539,18.84443165,2.050814152,39.48186554
r4_04_gamma_low_048,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_04_gamma_low_048\Final\chazhuang.1_Final.png,17.19492475,1.25653411,7.211818202,322.2902772,15.43633821,2502,0.8915795684,19.72283091,1.750298023,38.06120252
r4_05_gamma_low_052,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_05_gamma_low_052\Final\chazhuang.1_Final.png,17.33587474,1.264691471,7.256051884,320.0111285,15.25713331,2390,0.8940834403,19.76211604,1.735520005,38.5009169
r4_06_gamma_050_200_55_soft_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_06_gamma_050_200_55_soft_entropy\Final\chazhuang.1_Final.png,16.88325724,1.238810169,7.19207495,312.4066418,15.05900475,2367,0.895688951,19.51804866,1.77845645,37.7535437
r4_07_gamma_050_200_55_strong_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_07_gamma_050_200_55_strong_entropy\Final\chazhuang.1_Final.png,18.176732,1.312333256,7.281557063,352.5868486,16.2231659,2736,0.8828696609,19.66872847,1.785801649,39.95830414
r4_08_gamma_050_200_55_tight_entropy,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_08_gamma_050_200_55_tight_entropy\Final\chazhuang.1_Final.png,17.45915013,1.271433125,7.245323871,331.4633327,15.64345211,2541,0.8903465271,19.74637197,1.782708049,38.63606524
r4_00_r3_03_base,chazhuang.10,chazhuang.10.jpg,chazhuang.10_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_00_r3_03_base\Final\chazhuang.10_Final.png,28.21257671,1.897130098,6.332095272,579.0713607,18.79015425,3628,0.8257467151,14.13763716,0.3779332042,53.66504825
r4_01_gamma_050_200_52,chazhuang.10,chazhuang.10.jpg,chazhuang.10_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_01_gamma_050_200_52\Final\chazhuang.10_Final.png,28.56113821,1.919289707,6.195847707,585.3514547,18.96266989,3563,0.8081570268,13.84880623,0.3792558908,54.39667213
r4_02_gamma_050_205_50,chazhuang.10,chazhuang.10.jpg,chazhuang.10_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_02_gamma_050_205_50\Final\chazhuang.10_Final.png,28.79971509,1.933123859,6.152587727,589.4756123,18.89506778,3533,0.7927091122,13.68556553,0.3826964498,54.62933164
r4_03_gamma_050_210_48,chazhuang.10,chazhuang.10.jpg,chazhuang.10_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chazhuang.10_Final.png,29.14313239,1.954010498,6.145047931,596.4120053,19.20143923,3479,0.7768566608,13.4844471,0.3766918182,55.18713765
