stem,stage,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,raw_grad_mean,final_grad_mean,grad_mean_ratio,raw_luma_std,final_luma_std,luma_std_ratio
chazhuang.3,BPH,0.0,0.0,0.0,99.0,0.35204175114631653,0.35204175114631653,0.9999999971594278,26.455039978027344,26.455039978027344,1.0
chazhuang.3,IMF1Ray,1.1190755367279053,1.0003613233566284,0.003461914137005806,39.7904068260158,0.35204175114631653,0.3880039155483246,1.1021531201420147,26.455039978027344,27.95871925354004,1.0568389892578125
chazhuang.3,RGHS,2.097640037536621,1.9540332555770874,0.004062499850988388,35.527759410871596,0.35204175114631653,0.36930960416793823,1.049050579700685,26.455039978027344,29.644315719604492,1.1205545663833618
chazhuang.3,CLAHE,2.1374380588531494,2.031865119934082,0.0036962891463190317,37.55092643678046,0.35204175114631653,0.36309292912483215,1.0313916656508473,26.455039978027344,28.592023849487305,1.0807780027389526
chazhuang.3,Fused,1.1333788633346558,1.0798046588897705,0.014531250111758709,45.21319381360569,0.35204175114631653,0.35492420196533203,1.0081878067059997,26.455039978027344,26.83810806274414,1.0144799947738647
chazhuang.3,Final,1.1333788633346558,1.0798046588897705,0.014531250111758709,45.21319381360569,0.35204175114631653,0.35492420196533203,1.0081878067059997,26.455039978027344,26.83810806274414,1.0144799947738647
chazhuang.4,BPH,17.21213150024414,6.825781345367432,19.364540100097656,22.305769719150344,0.09845991432666779,0.09755756705999374,0.990835374338072,4.6736063957214355,4.640909671783447,0.9930039644241333
chazhuang.4,IMF1Ray,17.550241470336914,6.27633810043335,19.365137100219727,22.12934094475471,0.09845991432666779,0.13373452425003052,1.358263652841154,4.6736063957214355,5.311309337615967,1.1364476680755615
chazhuang.4,RGHS,8.501155853271484,6.556445121765137,10.000478744506836,28.120869135264982,0.09845991432666779,0.1406547576189041,1.4285484316357917,4.6736063957214355,6.98602294921875,1.4947820901870728
chazhuang.4,CLAHE,6.958073139190674,5.962685585021973,8.000507354736328,29.916708248259432,0.09845991432666779,0.14411276578903198,1.4636694060816358,4.6736063957214355,6.365970611572266,1.36211097240448
chazhuang.4,Fused,11.968606948852539,1.098789095878601,11.992040634155273,25.710363340420777,0.09845991432666779,0.10376414656639099,1.0538719866061734,4.6736063957214355,4.791927337646484,1.025316834449768
chazhuang.4,Final,11.968606948852539,1.098789095878601,11.992040634155273,25.710363340420777,0.09845991432666779,0.10376414656639099,1.0538719866061734,4.6736063957214355,4.791927337646484,1.025316834449768
chazhuang.6,BPH,0.0,0.0,0.0,99.0,0.22743818163871765,0.22743818163871765,0.9999999956032009,15.079992294311523,15.079992294311523,1.0
