method,reference_method,composite_score,count,SIFT_KP,AvgGra,Contrast,EME,EMEE,UCIQE,UIQM,Entropy,MS_SSIM,PSNR,SIFT_KP_log_delta,AvgGra_log_delta,Contrast_log_delta,EME_log_delta,EMEE_log_delta,UCIQE_log_delta,UIQM_log_delta,Entropy_log_delta,MS_SSIM_log_delta,PSNR_log_delta
r4_03,c25,11.382851159966531,506,4207.911067193676,17.498103391423424,689.6882087171807,14.426550070403826,1.1122283067362322,4.608883865324876,28.97242169420129,5.925994464978843,0.6993432767070801,16.064163775516214,0.010170960581072634,0.020606835372039962,0.022748932294303477,0.013594884716188317,0.007935402370178798,0.028476420210542683,0.011544754926820975,0.0003307830092754991,-0.0015344608319471215,-4.60010488099073e-05
c25,c25,0.0,506,3999.2687747035575,15.38356568586826,570.586733405637,12.592752079588163,1.0071987441220667,3.635265740039556,25.81348041521371,5.893414051518762,0.7266923709820382,16.101154718862084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
