stem,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,raw_grad_mean,final_grad_mean,grad_mean_ratio,raw_luma_std,final_luma_std,luma_std_ratio
chazhuang.3,0.02458333410322666,0.014111327938735485,0.013198242522776127,63.20134537722701,0.35204175114631653,0.3519393801689148,0.9997092050111169,26.455039978027344,26.444316864013672,0.9995946664596926
chazhuang.4,15.05778980255127,2.340400457382202,15.588427543640137,23.622982392297157,0.09845991432666779,0.10371982306241989,1.0534218185979636,4.6736063957214355,4.797877311706543,1.0265899402808683
chazhuang.6,0.06929036229848862,0.009257812052965164,0.03535156324505806,58.605061131912336,0.22743818163871765,0.22756923735141754,1.0005762212447329,15.079992294311523,15.075042724609375,0.9996717789634623
chichaoyiwan.1,18.965038299560547,0.9504101276397705,12.538725852966309,21.268846841313543,0.07516802847385406,0.07762787491083145,1.03272462314358,3.373218536376953,3.4023993015289307,1.008650718543326
chichaoyiwan.16,18.512529373168945,1.0162793397903442,12.301718711853027,21.38825582857632,0.08666890859603882,0.08876080811023712,1.0241366658926319,4.073446273803711,4.090174198150635,1.004106577629462
chichaoyiwan.2,18.148359298706055,1.0231542587280273,12.085434913635254,21.49160848960507,0.07467972487211227,0.07782378792762756,1.042100610557937,2.5510356426239014,2.584399461746216,1.0130785385949836
chichaoyiwan.3,18.350637435913086,1.0030468702316284,12.207715034484863,21.432949751283644,0.0717335119843483,0.07262078672647476,1.0123690267660537,2.7578723430633545,2.7671334743499756,1.003358070690457
chichaoyiwan.4,18.198698043823242,0.9967382550239563,12.113700866699219,21.4775452679938,0.07110127061605453,0.07132730633020401,1.0031790530466187,2.9007372856140137,2.906196117401123,1.0018818770015128
chichaoyiwan.5,13.320631980895996,1.952968716621399,11.221025466918945,22.743637140131582,0.06666603684425354,0.06397697329521179,0.9596636512983718,11.859307289123535,11.883695602416992,1.002056470221812
chichaoyiwan.6,9.269850730895996,1.2722265720367432,4.876684665679932,27.819365872409353,0.04342668503522873,0.041577283293008804,0.9574132195876138,4.173996925354004,4.128421783447266,0.9890811747802247
chichaoyiwan.7,9.613733291625977,1.386142611503601,5.036806583404541,27.53073265986487,0.04456803947687149,0.04365875571966171,0.9795978295774155,4.3017473220825195,4.2507171630859375,0.9881373413722461
donghaiyuanjia.12,13.342018127441406,2.9645800590515137,13.504511833190918,22.859604532708126,0.07483092695474625,0.07113534212112427,0.9506141920910446,4.916294097900391,4.911300182342529,0.9989842111848072
donghaiyuanjia.13,13.29059886932373,2.9928808212280273,13.450331687927246,22.946792118567974,0.11295324563980103,0.11152523010969162,0.9873574547647733,7.969227313995361,7.954000949859619,0.9980893548980475
