variant,stem,status,path,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,raw_grad_mean,final_grad_mean,grad_mean_ratio,raw_luma_std,final_luma_std,luma_std_ratio
legacy_stage1_final,fanquyuanjia.3,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\fanquyuanjia.3_Final.png,47.24424743652344,40.55843734741211,21.6043758392334,13.939340484386749,0.5684807300567627,1.4153012037277222,2.4896203624998585,26.54318618774414,30.37080955505371,1.1442036136540648
legacy_stage1_final,fanquyuanjia.4,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\fanquyuanjia.4_Final.png,23.297874450683594,16.852354049682617,8.61111831665039,19.141850910517515,0.4904739260673523,1.0173636674880981,2.0742461756757007,25.229999542236328,29.922164916992188,1.1859756424376844
legacy_stage1_final,gutiao.2,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\gutiao.2_Final.png,33.03578186035156,33.484737396240234,9.004965782165527,16.069003253495715,0.16306620836257935,1.1045525074005127,6.773644348011605,9.742804527282715,31.676185607910156,3.2512389544464626
legacy_stage1_final,hailianzao.10,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\hailianzao.10_Final.png,18.745227813720703,11.597822189331055,7.611752986907959,19.898561915440595,0.4461709260940552,1.425805687904358,3.1956490244461637,22.452850341796875,33.13159942626953,1.4756077255420053
legacy_stage1_final,hailianzao.6,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\hailianzao.6_Final.png,51.094600677490234,52.51213836669922,3.1329345703125,13.704792305218058,0.47974738478660583,1.244675874710083,2.5944401399275603,14.792919158935547,30.869848251342773,2.0867989554725095
legacy_stage1_final,hailianzao.7,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\hailianzao.7_Final.png,24.165098190307617,24.035869598388672,2.8601367473602295,18.315566396325764,0.3804250955581665,1.251618504524231,3.2900524067629697,17.716962814331055,31.232221603393555,1.7628428714862636
legacy_stage1_final,hailianzao.8,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\hailianzao.8_Final.png,87.94676971435547,97.35612487792969,12.524789810180664,8.719972827603849,0.39346739649772644,1.8476629257202148,4.6958475784029625,14.61846923828125,39.38735580444336,2.6943556920861247
legacy_stage1_final,haiyangkadun.10,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.10_Final.png,32.69720458984375,7.469423770904541,28.029502868652344,14.643379567195359,0.17157897353172302,0.6584470272064209,3.8375740909016884,11.489079475402832,23.79808807373047,2.0713659543054637
legacy_stage1_final,haiyangkadun.11,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.11_Final.png,33.5892333984375,5.810478687286377,30.769882202148438,14.465997186164593,0.17013892531394958,0.6425873041152954,3.77683883422162,11.104887962341309,22.871366500854492,2.059576519489064
legacy_stage1_final,haiyangkadun.12,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.12_Final.png,36.6978874206543,12.950830459594727,27.147123336791992,14.174059824979476,0.14357905089855194,0.655799388885498,4.567514412540232,8.677214622497559,22.584989547729492,2.6027925466508828
legacy_stage1_final,haiyangkadun.13,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.13_Final.png,53.64137649536133,56.993770599365234,10.027016639709473,11.966234120539216,0.04631131514906883,0.7812581062316895,16.86970207706779,8.106314659118652,35.1813850402832,4.339997460667071
legacy_stage1_final,haiyangkadun.14,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.14_Final.png,55.0029182434082,49.15080261230469,10.062690734863281,11.597318215037465,0.03479434549808502,0.8024637699127197,23.06305048600022,6.221856117248535,38.77433776855469,6.231956675248501
legacy_stage1_final,haiyangkadun.15,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.15_Final.png,17.60417938232422,10.762578010559082,9.183784484863281,20.57491086604818,0.05624387413263321,0.28555402159690857,5.07706876390577,10.658138275146484,18.694881439208984,1.7540475601681005
legacy_stage1_final,haiyangkadun.16,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.16_Final.png,30.41781234741211,27.853544235229492,8.560454368591309,17.023151629494645,0.051917463541030884,0.3257305920124054,6.274008079785508,9.531152725219727,18.483583450317383,1.9392810063225578
legacy_stage1_final,haiyangkadun.19,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.19_Final.png,10.751174926757812,7.212001800537109,4.826962947845459,23.319612760716915,0.13783180713653564,0.7152736186981201,5.189466991462326,12.23110580444336,23.330652236938477,1.9074851127978427
legacy_stage1_final,haiyangkadun.20,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.20_Final.png,18.47504234313965,15.789755821228027,6.677871227264404,20.58513302247937,0.3131811022758484,1.059096336364746,3.381737676017761,41.27863311767578,45.175079345703125,1.0943937803324324
legacy_stage1_final,haiyangkadun.9,ok,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\haiyangkadun.9_Final.png,32.859806060791016,7.806416034698486,27.720561981201172,14.79751776263498,0.1846344769001007,0.6433190107345581,3.4842842899722966,12.356593132019043,24.77223014831543,2.004778330211389
