index,filename,stem,suffix,size_bytes,width,height,channels,sha256,source_path
61,jiaomaozao.28.jpg,jiaomaozao.28,.jpg,33265,320,320,3,31ff3fd7b61d229d109bc9b3f756d8ac10d58261c909b82328bed627bd453d5a,D:\Desktop\MyEdgeCodex\input_test\algae\jiaomaozao.28.jpg
62,jiaomaozao.29.jpg,jiaomaozao.29,.jpg,24197,320,320,3,f66a6b9cdfd3d9894e57fdd735aff4dd3140879bb183612b100a0f6f595991da,D:\Desktop\MyEdgeCodex\input_test\algae\jiaomaozao.29.jpg
63,juciqigou.3.jpg,juciqigou.3,.jpg,34811,320,320,3,a611af505f433809c5f905ab8798e8837ac9d3bfb2d314bfaee66a2eff45a7d1,D:\Desktop\MyEdgeCodex\input_test\algae\juciqigou.3.jpg
64,kailun.2.jpg,kailun.2,.jpg,33228,320,320,3,5e39dd6e9ae0ed1a927d44c9f74e039427f9d7debbe1b6930e49f3f1f024952d,D:\Desktop\MyEdgeCodex\input_test\algae\kailun.2.jpg
65,lianzhuang.4.jpg,lianzhuang.4,.jpg,22834,320,320,3,b9eb1910b1fb070149c18b74d1926c8be94e5dd9f33971ee157bf5e580deff87,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuang.4.jpg
66,lianzhuang.5.jpg,lianzhuang.5,.jpg,24856,320,320,3,0db217aa8e30004ce1ca648a375ff2a26079c554f123542df84e9557f91d81e4,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuang.5.jpg
67,lianzhuang.6.jpg,lianzhuang.6,.jpg,24999,320,320,3,fb3d756bf52a06173d7cb19af7b448aa52442fad86d9e0d8f4bdeea2b96e830e,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuang.6.jpg
68,lianzhuangluojia.10.jpg,lianzhuangluojia.10,.jpg,10591,320,320,3,378994bf9c852b09406e496f4c87ed604e97e9e51646890b29a33eeeac3e0962,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.10.jpg
69,lianzhuangluojia.11.jpg,lianzhuangluojia.11,.jpg,13426,320,320,3,d91764d77e338ad81f0a3c9e415e120735d1ab00416d33c5c44858b01bfae4dd,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.11.jpg
70,lianzhuangluojia.12.jpg,lianzhuangluojia.12,.jpg,22331,320,320,3,a352d8805d7fd22f437fa23c28a151602112b02130aee56c1b0e5a8084f138a1,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.12.jpg
71,lianzhuangluojia.13.jpg,lianzhuangluojia.13,.jpg,28807,320,320,3,5c901301cb2de87917ce097674637579428facfe1432a31f21039e69b9a75fe8,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.13.jpg
