method,MS_SSIM,PSNR,UCIQE,UIQM,delta_ms_ssim,delta_psnr,delta_uciqe,delta_uiqm,z_uciqe,z_uiqm,visual_score,gate_pass,rank
rghs_s07,0.6875653114655743,15.02420385477141,2.026723173649415,22.997925403214605,0.09835547821323853,1.578050093773296,0.06798007171380216,-4.307617887714276,1.1299753887298407,-1.4606162304366581,-0.1653204208534087,True,1
rghs_s06,0.6839669267886241,15.022592932412602,2.0456446227231044,23.0729360763071,0.09475709353628836,1.5764391714144885,0.08690152078749169,-4.23260721462178,1.6300585754167505,-1.4333031675831711,0.09837770391678968,True,2
rghs_s02,0.6373409406675887,14.13086924077548,2.0068798319624346,25.509446315336383,0.04813110741525295,0.6847154797773669,0.04813673002682184,-1.7960969755924978,0.6055271022008349,-0.5461153240650842,0.029705889067875357,True,3
rghs_s04,0.610959106047634,13.662691495068984,1.966251657944423,27.214625664040955,0.021749272795298258,0.2165377340708705,0.007508556008810174,-0.0909176268879257,-0.4682525355568897,0.07477859419380141,-0.19673697068154417,True,4
rghs_s03,0.5890696581467809,13.415660661679494,1.9611367669854711,28.38129699647928,-0.0001401751055548628,-0.030493099318618988,0.0023936650498583845,1.0757537055503974,-0.6034362078193604,0.49958970597993557,-0.051923250919712394,False,5
rghs_s01,0.5863040896949796,13.408770237789941,1.9813925734621733,28.472137557813593,-0.0029057435573561774,-0.037383523208172065,0.022649471526560605,1.1665942668847116,-0.06808671041390599,0.5326667850018859,0.23229003729398995,False,6
rghs_s05,0.5667188051543217,13.1195213283942,1.9631689048331717,29.23483268448662,-0.022491028098014065,-0.3266324326039136,0.004425802897559006,1.9292893935577382,-0.5497279549943538,0.8103811298282713,0.13032658741695874,False,7
rghs_s08,0.5383577230331219,12.953136059765432,1.9205524148677178,31.190871278764657,-0.050852110219213875,-0.49301770123268085,-0.03819068706789497,3.885327987835776,-1.6760576575629162,1.5226185070810194,-0.07671957524094841,False,8
