method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM
BPH,chazhuang.1,chazhuang.1.jpg,chazhuang.1_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.1_BPH.png,6.507730193,0.6574700263,7.093989674,36.79466105,5.51500537,0.999569118,51.01067299,1.327121854,17.95678203
IMF1Ray,chazhuang.1,chazhuang.1.jpg,chazhuang.1_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.1_IMF1Ray.png,9.104187221,0.8021043094,6.678635844,232.153463,10.49006119,0.870875895,21.09467009,1.196712971,21.73163389
RGHS,chazhuang.1,chazhuang.1.jpg,chazhuang.1_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.1_RGHS.png,15.24197533,1.159994348,7.567900769,104.2727371,8.528404769,0.9189217687,21.13372607,1.185689449,32.83781726
CLAHE,chazhuang.1,chazhuang.1.jpg,chazhuang.1_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.1_CLAHE.png,14.87145021,1.133577365,7.565113547,95.47418201,9.064059157,0.9084455371,21.89286908,1.416372061,32.29691487
Fused,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.1_Fused.png,10.54493567,0.8818151233,7.213119486,100.9174275,7.989074439,0.9553918839,21.71139084,1.119361997,25.80721804
Final,chazhuang.1,chazhuang.1.jpg,chazhuang.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.1.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.1_Final.png,17.07508548,1.251847842,7.142394225,342.3980652,15.66199967,0.8847532272,19.54713048,1.831793308,38.20113791
BPH,chazhuang.10,chazhuang.10.jpg,chazhuang.10_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.10_BPH.png,13.14538507,0.8527657581,5.997033744,188.896875,11.13561062,0.9998010397,50.59166812,0.274507165,25.30636954
IMF1Ray,chazhuang.10,chazhuang.10.jpg,chazhuang.10_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.10_IMF1Ray.png,26.11947564,1.771297244,5.940675115,687.35721,17.8841151,0.9175075293,16.04041434,0.2869094312,48.44336171
RGHS,chazhuang.10,chazhuang.10.jpg,chazhuang.10_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.10_RGHS.png,14.25837098,0.9222212722,6.061832575,267.5835521,12.64828873,0.9893471003,29.09125986,0.2782312632,26.45531627
CLAHE,chazhuang.10,chazhuang.10.jpg,chazhuang.10_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.10_CLAHE.png,11.02011282,0.7230578633,6.243371101,260.2122306,14.30756052,0.9566224813,24.18571599,0.3184566498,22.01937681
Fused,chazhuang.10,chazhuang.10.jpg,chazhuang.10_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.10_Fused.png,17.68204467,1.28154738,6.321573988,237.3996865,11.66903548,0.9718758464,18.11149538,0.2494571209,35.17104022
Final,chazhuang.10,chazhuang.10.jpg,chazhuang.10_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.10.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.10_Final.png,27.1240701,1.834671889,5.969340928,590.4434218,18.54994219,0.7908675075,13.52259099,0.3749321997,51.35983386
BPH,chazhuang.11,chazhuang.11.jpg,chazhuang.11_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.11_BPH.png,5.874056864,0.625945217,4.103093791,50.66542908,4.216019248,0.9989626408,51.54054137,0.569196701,11.78507937
IMF1Ray,chazhuang.11,chazhuang.11.jpg,chazhuang.11_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.11_IMF1Ray.png,10.84944482,0.9107186883,4.545156871,549.6442447,11.37954037,0.4897273779,20.59635292,0.6114177108,21.54302634
RGHS,chazhuang.11,chazhuang.11.jpg,chazhuang.11_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.11_RGHS.png,14.12074844,1.104604608,6.13125669,603.6072149,14.36523455,0.6902027726,10.60733751,0.6756072044,28.84610685
CLAHE,chazhuang.11,chazhuang.11.jpg,chazhuang.11_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.11_CLAHE.png,12.15469129,0.9896419327,6.152971207,417.8927998,12.61081697,0.7645555735,11.99702615,0.6767269969,23.46879042
Fused,chazhuang.11,chazhuang.11.jpg,chazhuang.11_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.11_Fused.png,8.606452472,0.7773497087,5.625871401,324.9135433,10.63290595,0.8472804427,13.16701712,0.5768143535,18.79119757
Final,chazhuang.11,chazhuang.11.jpg,chazhuang.11_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.11.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.11_Final.png,13.06329446,1.031455214,5.377363062,884.4602909,18.17580394,0.7916198373,14.44477293,1.441907883,25.23136233
BPH,chazhuang.12,chazhuang.12.jpg,chazhuang.12_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.12.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.12_BPH.png,30.10874812,1.986836042,6.85659645,156.4433875,10.06425398,1,361.2019991,0.2701326609,57.22130645
IMF1Ray,chazhuang.12,chazhuang.12.jpg,chazhuang.12_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.12.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.12_IMF1Ray.png,21.52745841,1.507940018,6.020617109,573.7311765,16.26232763,0.9139903188,16.67624502,0.2593021989,40.6223584
RGHS,chazhuang.12,chazhuang.12.jpg,chazhuang.12_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.12.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.12_RGHS.png,29.75550459,1.939015136,6.800008981,222.5991526,11.60065667,0.9833515286,28.06390452,0.2792432308,52.6183034
CLAHE,chazhuang.12,chazhuang.12.jpg,chazhuang.12_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.12.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.12_CLAHE.png,26.17035201,1.732288461,7.240780691,216.4155907,12.61494294,0.9685370326,24.97394799,0.3471260071,49.18701431
Fused,chazhuang.12,chazhuang.12.jpg,chazhuang.12_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.12.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.12_Fused.png,15.81606446,1.17706095,6.546026497,197.1086746,10.52341232,0.9745175242,19.53308505,0.2452298999,33.17950565
Final,chazhuang.12,chazhuang.12.jpg,chazhuang.12_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.12.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.12_Final.png,23.2474564,1.610429421,6.304030577,549.5887098,17.40787294,0.7920314074,13.52317732,0.3652688563,44.97767033
BPH,chazhuang.2,chazhuang.2.jpg,chazhuang.2_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.2_BPH.png,3.08564144,0.4693641152,3.931671636,16.68591791,2.690555897,0.9999930263,48.13933671,0.3364953697,7.661956145
IMF1Ray,chazhuang.2,chazhuang.2.jpg,chazhuang.2_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.2_IMF1Ray.png,3.918789373,0.5156207436,2.715958654,94.95042614,4.668701385,0.9341218472,24.24893269,0.1878379732,8.546778847
RGHS,chazhuang.2,chazhuang.2.jpg,chazhuang.2_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.2_RGHS.png,5.026455419,0.5714728094,3.286138259,35.4270719,3.462925594,0.9695658088,24.64917819,0.4140775204,10.45262599
CLAHE,chazhuang.2,chazhuang.2.jpg,chazhuang.2_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.2_CLAHE.png,5.139546632,0.5782019013,4.583207686,27.22738538,3.469436578,0.9777346849,23.1182296,0.4195652008,11.0241436
Fused,chazhuang.2,chazhuang.2.jpg,chazhuang.2_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.2_Fused.png,6.124381884,0.6363750358,6.353487227,29.4382788,4.262515344,0.7716988921,9.038106769,0.3529645503,13.76662875
Final,chazhuang.2,chazhuang.2.jpg,chazhuang.2_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.2.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.2_Final.png,6.996254695,0.6852673926,6.36620919,104.0549177,7.140072567,0.7279352546,9.560681899,0.6339569688,15.75518965
BPH,chazhuang.3,chazhuang.3.jpg,chazhuang.3_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.3.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.3_BPH.png,2.400489099,0.4316474644,3.344511323,32.91999412,3.627308627,1,361.2019991,0.06779320538,6.434848058
IMF1Ray,chazhuang.3,chazhuang.3.jpg,chazhuang.3_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.3.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.3_IMF1Ray.png,4.345714073,0.540226285,1.572892349,259.6813088,7.93332591,0.9193236828,23.63114901,0.1147285998,7.411644336
RGHS,chazhuang.3,chazhuang.3.jpg,chazhuang.3_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.3.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.3_RGHS.png,6.180490238,0.6249151999,2.624933233,262.6916928,8.884557791,0.8362670541,17.34831508,0.2798834443,11.28621602
CLAHE,chazhuang.3,chazhuang.3.jpg,chazhuang.3_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.3.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.3_CLAHE.png,6.734580675,0.6587307254,4.56404591,136.5267339,7.500253627,0.843393445,15.06684557,0.2728362679,13.01757717
Fused,chazhuang.3,chazhuang.3.jpg,chazhuang.3_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.3.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.3_Fused.png,8.367087937,0.7619818453,5.932552594,130.7955427,7.878686809,0.712407887,6.373058406,0.236876592,16.90060645
Final,chazhuang.3,chazhuang.3.jpg,chazhuang.3_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.3.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.3_Final.png,10.4954232,0.8828361374,6.298883698,417.406392,12.89212457,0.7119930387,6.651525862,0.2909367979,20.81723801
BPH,chazhuang.4,chazhuang.4.jpg,chazhuang.4_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.4_BPH.png,0.8337195208,0.3457266542,2.77712846,10.14380878,1.033447255,0.9987122416,49.85899204,0.2672965825,1.985060398
IMF1Ray,chazhuang.4,chazhuang.4.jpg,chazhuang.4_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.4_IMF1Ray.png,2.450551193,0.436847877,3.043867444,154.0575921,3.587326295,0.7462770939,24.70128783,0.3112971485,5.191974324
RGHS,chazhuang.4,chazhuang.4.jpg,chazhuang.4_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.4_RGHS.png,7.434581254,0.741709244,5.539518766,514.0545014,7.558997801,0.6489968896,10.5881519,0.4740898311,14.17646451
CLAHE,chazhuang.4,chazhuang.4.jpg,chazhuang.4_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.4_CLAHE.png,7.582437766,0.746230865,5.569211639,382.2621277,7.272495785,0.6397752762,15.8220956,0.4734489322,13.41996177
Fused,chazhuang.4,chazhuang.4.jpg,chazhuang.4_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.4_Fused.png,4.083637406,0.5270514346,5.718371674,260.8349138,6.080329807,0.6707566977,13.60328013,0.4220349789,9.047702359
Final,chazhuang.4,chazhuang.4.jpg,chazhuang.4_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.4.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.4_Final.png,5.725631103,0.6236541096,4.346962907,594.9216105,9.602598281,0.8366861939,15.26182776,1.674049258,10.66519259
BPH,chazhuang.5,chazhuang.5.jpg,chazhuang.5_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.5_BPH.png,1.850606924,0.4022350548,3.701506841,25.93350313,1.871220244,0.9988911152,50.43048601,0.4858470857,3.814668903
IMF1Ray,chazhuang.5,chazhuang.5.jpg,chazhuang.5_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.5_IMF1Ray.png,3.830127581,0.515848806,3.293021379,253.597982,5.191485229,0,22.65457427,0.501866281,7.46961375
RGHS,chazhuang.5,chazhuang.5.jpg,chazhuang.5_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.5_RGHS.png,7.079855291,0.7165938206,5.49738348,301.5294034,6.149047758,0.7684952021,10.46721756,0.6544527411,13.35867116
CLAHE,chazhuang.5,chazhuang.5.jpg,chazhuang.5_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.5_CLAHE.png,6.380310143,0.6723999523,5.573466135,232.8413646,5.782723199,0.806145668,13.6079322,0.6390321255,11.79088854
Fused,chazhuang.5,chazhuang.5.jpg,chazhuang.5_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.5_Fused.png,3.670379945,0.5045522965,5.083591198,174.0168201,4.951530824,0.8544648886,13.76391568,0.5627396703,7.733539501
Final,chazhuang.5,chazhuang.5.jpg,chazhuang.5_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.5.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.5_Final.png,5.247432647,0.5956608559,4.4177131,512.8076998,9.013430642,0.9179599881,15.54187094,1.535140395,9.694293455
BPH,chazhuang.6,chazhuang.6.jpg,chazhuang.6_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.6.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.6_BPH.png,1.506118545,0.3824525416,4.578944719,22.82696415,2.622897639,1,361.2019991,0.05290557817,3.807130963
IMF1Ray,chazhuang.6,chazhuang.6.jpg,chazhuang.6_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.6.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.6_IMF1Ray.png,4.419617022,0.543680268,4.530670543,294.6717525,9.393348459,0.7678341866,22.912625,0.1842747182,8.763757885
RGHS,chazhuang.6,chazhuang.6.jpg,chazhuang.6_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.6.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.6_RGHS.png,3.062970271,0.4442349462,6.012976539,253.9579007,7.875477449,0.7953675389,17.16754952,0.282448858,6.971095329
CLAHE,chazhuang.6,chazhuang.6.jpg,chazhuang.6_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.6.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.6_CLAHE.png,4.203336174,0.5155993636,5.839213366,193.0793103,7.688047093,0.7846809626,17.63542892,0.266479522,7.996170815
Fused,chazhuang.6,chazhuang.6.jpg,chazhuang.6_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.6.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.6_Fused.png,6.152541313,0.6430994569,5.608446601,199.0231436,7.582827879,0.8778386712,18.58618427,0.2235862315,12.68760007
Final,chazhuang.6,chazhuang.6.jpg,chazhuang.6_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.6.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.6_Final.png,9.591393226,0.8465477497,4.640962327,833.103414,14.83189314,0.8963518143,16.26830814,0.3410594463,18.07617976
BPH,chazhuang.7,chazhuang.7.jpg,chazhuang.7_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.7_BPH.png,3.780805333,0.5095651106,4.014313996,34.14807014,2.820485889,0.998809576,52.22973789,0.7704690695,7.508696967
IMF1Ray,chazhuang.7,chazhuang.7.jpg,chazhuang.7_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.7_IMF1Ray.png,6.600076996,0.6723170836,3.749792489,331.7503527,7.355687445,0,22.14383982,0.7001229525,12.6002393
RGHS,chazhuang.7,chazhuang.7.jpg,chazhuang.7_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.7_RGHS.png,8.63245074,0.7950179294,5.513184888,289.9565145,7.806079062,0.7771196365,9.184831896,0.7909117341,16.92846328
CLAHE,chazhuang.7,chazhuang.7.jpg,chazhuang.7_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.7_CLAHE.png,7.135678416,0.7058848589,5.711652595,204.4273266,6.969579996,0.8496050835,10.98288701,0.8174040914,14.17004404
Fused,chazhuang.7,chazhuang.7.jpg,chazhuang.7_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.7_Fused.png,5.365031538,0.5986024986,5.257875397,190.4431916,6.348460788,0.8682132363,12.4116995,0.7278470993,11.31551567
Final,chazhuang.7,chazhuang.7.jpg,chazhuang.7_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.7.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.7_Final.png,7.628578447,0.7281073305,4.936417261,534.7814704,11.43433235,0.8679389954,14.19463999,2.174459219,14.69375863
BPH,chazhuang.8,chazhuang.8.jpg,chazhuang.8_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.8_BPH.png,2.570968574,0.4427291303,3.73599002,25.43242555,1.882654078,0.9994766712,48.71246836,1.227642894,5.162826406
IMF1Ray,chazhuang.8,chazhuang.8.jpg,chazhuang.8_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.8_IMF1Ray.png,5.174592344,0.5941909732,3.501072734,301.0128429,5.813133047,0.4899611473,22.50410395,1.23299408,9.659922611
RGHS,chazhuang.8,chazhuang.8.jpg,chazhuang.8_RGHS.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\RGHS\chazhuang.8_RGHS.png,7.48171663,0.738041912,5.543827223,316.6205476,6.166218754,0.7520873547,8.395556036,1.236694098,13.73365884
CLAHE,chazhuang.8,chazhuang.8.jpg,chazhuang.8_CLAHE.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\CLAHE\chazhuang.8_CLAHE.png,6.845760569,0.6982584805,5.589607982,239.9042173,5.806393009,0.8081238866,11.90352658,1.407123208,12.65081563
Fused,chazhuang.8,chazhuang.8.jpg,chazhuang.8_Fused.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Fused\chazhuang.8_Fused.png,3.995352962,0.522865555,5.354813658,180.8445288,5.036595973,0.8284287453,10.79195975,1.146820307,8.427627731
Final,chazhuang.8,chazhuang.8.jpg,chazhuang.8_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.8.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\Final\chazhuang.8_Final.png,5.547648965,0.612972727,4.43452115,509.7439459,9.09105413,0.8935078979,12.19543208,2.88588953,10.6132774
BPH,chazhuang.9,chazhuang.9.jpg,chazhuang.9_BPH.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\BPH\chazhuang.9_BPH.png,2.463983444,0.4360880524,3.830359447,25.51307798,2.092383609,0.9992173314,48.01653653,0.3906436265,4.986678626
IMF1Ray,chazhuang.9,chazhuang.9.jpg,chazhuang.9_IMF1Ray.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chazhuang.9.jpg,D:\Desktop\Stage1Codex\experiments\h2-full506-direct\outputs\full506\runs\full506_final_mainline\png\IMF1Ray\chazhuang.9_IMF1Ray.png,5.175338382,0.5923775466,3.601761589,292.2501518,6.175727362,0.5646620989,23.20446066,0.4451442957,9.741636345
