method,method_role,stem,raw_filename,raw_sha256,raw_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM,SSEQ,SIFT_GOOD_MATCHES,SIFT_MATCH_RATIO,SIFT_RAW_KEYPOINTS,SIFT_ENHANCED_KEYPOINTS,SIFT_MATCH_STATUS,SSEQ_S1_SPATIAL_MEAN,SSEQ_S1_SPATIAL_SKEW,SSEQ_S1_SPECTRAL_MEAN,SSEQ_S1_SPECTRAL_SKEW,SSEQ_S2_SPATIAL_MEAN,SSEQ_S2_SPATIAL_SKEW,SSEQ_S2_SPECTRAL_MEAN,SSEQ_S2_SPECTRAL_SKEW,SSEQ_S3_SPATIAL_MEAN,SSEQ_S3_SPATIAL_SKEW,SSEQ_S3_SPECTRAL_MEAN,SSEQ_S3_SPECTRAL_SKEW
GDCP,enhancement_reference,haiyangyuanjia.6,haiyangyuanjia.6.jpg,4478b9132a321e40ff8c0a2b2d07edbea83ddc2fe58a67c2403d50b0ef1337b8,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\haiyangyuanjia.6.jpg,6.032803126,0.6396907684,6.867352655,58.40689165,4.67780697,0.8924187422,14.69327831,7.271174537,15.32161512,1.77689044,169,0.6213235294,272,350,ok,3.136998544,-0.1900233736,0.01438802428,5.076332074,3.497067859,0.6951634817,0.01587219198,3.888101871,3.980101508,0.4128460894,0.01691451458,2.235141508
CBF,enhancement_reference,haiyangyuanjia.6,haiyangyuanjia.6.jpg,4478b9132a321e40ff8c0a2b2d07edbea83ddc2fe58a67c2403d50b0ef1337b8,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\haiyangyuanjia.6.jpg,5.775552926,0.6208082655,7.015088407,71.1291683,5.146823504,0.8733892441,16.83021654,6.514890479,15.03394792,1.900814404,174,0.6397058824,272,365,ok,3.302263312,0.3037600421,0.01694623336,4.053343828,3.736837241,0.859268138,0.01747676604,3.445066488,4.310928506,0.314441725,0.02043436438,2.561714615
HLRP,enhancement_high_noise_diagnostic,haiyangyuanjia.6,haiyangyuanjia.6.jpg,4478b9132a321e40ff8c0a2b2d07edbea83ddc2fe58a67c2403d50b0ef1337b8,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\haiyangyuanjia.6.jpg,19.61856755,1.409218046,7.430041316,227.6490596,10.00819733,0.4439664483,9.381498602,8.442396194,40.9697517,2.055658249,50,0.1838235294,272,651,ok,3.680990836,-1.094868718,0.08876492166,2.344477355,3.955688759,-1.379509722,0.1068958893,1.758961187,4.380849774,-1.771534794,0.1207593114,1.004956454
SGUIE-Net,enhancement_reference,haiyangyuanjia.6,haiyangyuanjia.6.jpg,4478b9132a321e40ff8c0a2b2d07edbea83ddc2fe58a67c2403d50b0ef1337b8,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\haiyangyuanjia.6.jpg,5.542644563,0.6135591663,6.572684646,67.716154,4.629195205,0.9563988447,27.27449334,6.983232495,12.91991827,1.61481472,183,0.6727941176,272,348,ok,2.806366606,0.2705723626,0.01647246386,4.550367022,3.186807007,0.8652549522,0.01690897119,3.873030224,3.644468463,0.7330532405,0.01786481211,2.822855645
Histoformer,enhancement_high_noise_diagnostic,haiyangyuanjia.6,haiyangyuanjia.6.jpg,4478b9132a321e40ff8c0a2b2d07edbea83ddc2fe58a67c2403d50b0ef1337b8,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\haiyangyuanjia.6.jpg,8.675279887,0.7893964855,7.316107286,86.73782328,5.710857372,0.8680200577,14.79519123,6.764371414,20.45011927,1.919083361,156,0.5735294118,272,357,ok,3.334218047,0.1453301774,0.02782391356,3.278493159,3.76567394,0.1944256743,0.02972061258,2.979975425,4.32342927,-0.1576971535,0.0336343804,2.457135406
raw,anchor_raw,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,4.044048348,0.5236498824,3.937827522,29.22927606,2.998133537,1,361.2019991,3.368354329,9.516781219,1.132625719,,,,,reference_na,2.443626477,1.192816419,0.01180684649,3.581229041,2.280994049,1.531692679,0.01205452861,2.887845999,2.037333582,1.582367655,0.009938831559,2.673671637
Ours,legacy_ours_reference,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\haiyangyuanjia.7.png,9.562762835,0.8397416175,5.134987888,404.896297,11.45025598,0.906742692,18.07444578,6.470090798,20.57115217,1.609375404,83,0.3306772908,251,399,ok,3.198747903,0.7242011985,0.03593231356,2.723194338,3.383207942,1.34494283,0.02099682187,2.582048404,3.006977791,1.307711393,0.01038965229,2.513586686
HVDualformer,enhancement_reference,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\haiyangyuanjia.7.jpg,4.275617362,0.5367678653,3.924460182,29.50647531,3.09100012,0.9927087426,34.15794322,2.936698233,10.16775093,1.155978778,221,0.8804780876,251,262,ok,2.525113461,1.32020061,0.01293844605,3.469296978,2.306474717,1.568446828,0.01353490976,2.854207057,2.065535734,1.540814887,0.0122754021,2.686123732
ABC-Former,enhancement_reference,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\haiyangyuanjia.7.jpg,4.059246173,0.5244846064,3.967834082,29.8289087,3.083047698,0.999458015,43.25260068,2.978562952,9.530121554,1.160012269,241,0.9601593625,251,266,ok,2.508509506,1.268535602,0.01178549436,3.576362665,2.33417271,1.545282894,0.0120379185,2.884410163,2.083638036,1.567814936,0.009929949562,2.662259449
GDCP,enhancement_reference,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\haiyangyuanjia.7.jpg,11.47774237,0.953452395,5.420926328,97.88991967,6.655310316,0.8987622857,19.65660314,4.530398087,26.96126054,1.802253866,159,0.6334661355,251,365,ok,3.795734406,-0.6281814628,0.03147954767,3.233763148,3.614395293,1.152208874,0.03239667379,2.634713375,3.314750993,1.16530269,0.02476628432,2.37522788
CBF,enhancement_reference,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\haiyangyuanjia.7.jpg,11.505989,0.9456397475,6.893012776,102.0494563,7.430443206,0.7447585464,19.68840063,3.96182923,26.55184553,2.087830042,124,0.4940239044,251,451,ok,3.996258766,-0.1994852672,0.03637826217,2.894170149,4.05734595,0.4895361341,0.0344925614,2.592866611,4.371769648,-0.8027743107,0.03073506488,2.437605512
HLRP,enhancement_high_noise_diagnostic,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\haiyangyuanjia.7.jpg,21.06800577,1.497142122,7.243914298,249.1453223,15.11544072,0.3151444793,16.18086025,3.915186857,44.64518975,2.508586323,56,0.2231075697,251,2118,ok,4.924267908,-1.234584325,0.08286006265,2.590062737,4.974887683,-0.8466433428,0.08382918038,2.345400727,4.912249705,-1.133496091,0.07342339712,2.315565193
SGUIE-Net,enhancement_reference,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\haiyangyuanjia.7.jpg,12.35141583,1.013813785,5.551216598,133.7114469,8.013158544,0.8627560735,19.58364698,4.542964998,27.42093949,1.869763377,180,0.7171314741,251,482,ok,3.939467798,-0.4214911121,0.03850198461,2.808976368,3.750136365,1.13301513,0.03828399605,2.597861154,3.420259331,1.221554656,0.03193078506,2.387110082
Histoformer,enhancement_high_noise_diagnostic,haiyangyuanjia.7,haiyangyuanjia.7.jpg,419f6cef1f72436607cd59ba107ae91f9cda73995ebc3fa8a5c399032e5096d5,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.7.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\haiyangyuanjia.7.jpg,27.24056913,1.840976382,7.293999159,547.0765576,24.07192058,0.3848184943,16.23715282,5.080827575,55.37365716,2.527359377,73,0.2908366534,251,2388,ok,4.773532168,-1.890943333,0.1014611845,2.268086148,5.137698654,-0.3820592274,0.08676221892,2.311220187,4.998490691,0.3942467175,0.06621134725,2.254424491
raw,anchor_raw,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,6.749935223,0.6727614375,4.667550188,27.23579056,3.996146178,1,361.2019991,4.210894532,15.55377783,1.429844631,,,,,reference_na,3.021850761,0.5678141055,0.02021771281,2.254005951,2.843464476,0.4632977572,0.02273233768,1.86148172,2.653641618,0.5044706987,0.01716087855,1.843501412
Ours,legacy_ours_reference,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\haiyangyuanjia.8.png,15.79687365,1.189580594,6.132102008,413.196635,15.51663009,0.8189256787,16.34549025,6.590368574,34.34498974,1.983795597,185,0.4120267261,449,1089,ok,3.993058722,0.3153627704,0.06046748511,1.505945762,4.064903634,0.3486579446,0.04715161127,1.346653974,3.713310825,0.3249030692,0.02388130463,1.650330784
HVDualformer,enhancement_reference,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\haiyangyuanjia.8.jpg,7.350416897,0.7065406301,4.742338021,26.56193182,3.954053271,0.9888855815,34.1426789,2.484552219,16.68695195,1.450028812,358,0.8523809524,449,420,ok,3.05672431,0.5832721525,0.023142922,2.145395357,2.891454371,0.4593757423,0.02641278623,1.872481887,2.680528156,0.4880752307,0.02191032873,1.893050574
ABC-Former,enhancement_reference,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\haiyangyuanjia.8.jpg,6.789753281,0.6749386464,4.663050465,27.14085521,4.004477218,0.9993088245,50.8429871,3.998738897,15.64363311,1.43928446,412,0.9449541284,449,436,ok,3.043982831,0.5805811718,0.02027233599,2.253111417,2.873682478,0.478380744,0.02275736338,1.863665988,2.65783897,0.5086772623,0.01717278377,1.838627008
GDCP,enhancement_reference,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\haiyangyuanjia.8.jpg,22.06131514,1.56382276,6.030953576,169.7070484,9.90829389,0.8342896104,21.08655957,5.525738716,43.99090386,2.039983975,282,0.6280623608,449,776,ok,4.187023605,0.3117000355,0.08480328449,1.421057655,4.001639048,0.3104324783,0.0973959174,1.188257072,3.790493632,0.3030000014,0.07854836108,1.465182631
CBF,enhancement_reference,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\haiyangyuanjia.8.jpg,17.56482511,1.286245379,6.973803454,123.8834786,10.00569028,0.746107161,20.97904562,6.30516476,37.92475458,2.262072813,262,0.583518931,449,803,ok,4.409200118,-0.1671482091,0.05802391602,1.704473331,4.396165242,-0.03005372849,0.0611990196,1.57970302,4.597878162,-0.5470823519,0.04997041926,1.753209611
HLRP,enhancement_high_noise_diagnostic,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\haiyangyuanjia.8.jpg,24.5445062,1.696358263,7.336876394,253.1199745,15.72162834,0.3062839508,14.2858334,6.818027744,50.5661865,2.549630846,236,0.5256124722,449,1571,ok,5.019475314,-0.4505059036,0.08788489125,1.521992691,5.036973015,-0.08287392437,0.0987962455,1.312873983,4.97188905,0.1512450139,0.08276655878,1.527054203
SGUIE-Net,enhancement_reference,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\haiyangyuanjia.8.jpg,15.06501347,1.151149148,6.030908046,134.2332288,9.84233707,0.8393509984,17.71889108,7.075858607,33.48714015,1.996466323,362,0.8062360802,449,791,ok,4.19175619,0.2818275681,0.04940693707,1.805754723,3.950036179,0.3290011399,0.05516393854,1.742134965,3.689969922,0.3709928438,0.04246477243,2.076793351
Histoformer,enhancement_high_noise_diagnostic,haiyangyuanjia.8,haiyangyuanjia.8.jpg,d8d84050eedb2caa243f86a6e2570f3810416490e3fe3c50940fdd50d4e2131c,D:\Desktop\MyEdgeCodex\input_test\algae\haiyangyuanjia.8.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\haiyangyuanjia.8.jpg,24.02062602,1.646522063,7.284386222,503.6006759,22.87778375,0.4892969131,16.11937073,4.676469266,49.66184827,2.539679876,234,0.5211581292,449,1937,ok,4.948016099,-0.3355934323,0.1005441602,1.332237365,5.070912063,-0.2918292991,0.09608539388,1.215765323,4.948337779,-0.3570169052,0.07418376212,1.675997968
raw,anchor_raw,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,0.8861807279,0.3483734226,2.938431021,4.016540948,1.372157084,1,361.2019991,0.2969211162,2.539055966,0.661286146,,,,,reference_na,1.68952354,2.202685144,0.0004987326138,4.902166726,1.142001746,2.549290078,0.0001624371619,5.527046557,1.135411893,0.8281563124,0.0001185268658,3.044348
Ours,legacy_ours_reference,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\jianci.4.png,20.73819524,1.468604067,6.155486465,987.859904,25.08134467,0.6272693872,18.38627266,1.313874133,41.75804775,1.899923036,0,0,0,183,ok,3.830726415,-0.002322095651,0.05229561362,3.258771626,4.031204806,1.225275128,0.009787289021,3.870213189,3.471098097,0.4588527214,0.00442599606,1.761846802
HVDualformer,enhancement_reference,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\jianci.4.jpg,1.030696843,0.3562643275,3.034612412,4.170302704,1.472211354,0.9970148206,31.82935255,0.3699327683,2.941208645,0.7953397311,0,0,0,0,ok,1.884053117,2.259287521,0.0005886445455,4.946862929,1.442246859,2.627131931,0.0002186567948,5.700319848,1.444765997,0.9355822311,0.000165112617,3.23588839
ABC-Former,enhancement_reference,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\jianci.4.jpg,0.9356997141,0.3510739386,3.022497845,4.189434757,1.462991423,0.9987148643,42.24150269,0.2787168632,2.578955731,0.7319137526,0,0,0,0,ok,1.844878618,2.265631483,0.0005192703574,4.886990788,1.324924101,2.566720333,0.0001777388156,5.516271806,1.220858881,0.8060535478,0.0001239066641,2.945103984
GDCP,enhancement_reference,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\jianci.4.jpg,2.718265101,0.4487457046,4.690065459,24.22202684,3.997466606,0.9441770911,27.2211498,0.6014816387,11.01196787,1.391892768,0,0,0,41,ok,3.238525091,0.469025464,0.002819313911,4.996976671,2.650010482,2.320964174,0.001301358509,5.424323812,2.457765346,0.8467313026,0.000935016851,3.053267338
CBF,enhancement_reference,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\jianci.4.jpg,10.31478655,0.8672403119,6.611742787,178.3339293,12.9249437,0.5685140491,17.73888105,1.849785732,25.78821951,2.117632161,0,0,0,185,ok,4.525689365,-1.053824855,0.02229656211,3.470659556,4.056290387,0.1560591706,0.009006717246,3.514667086,4.082776531,0.19869458,0.009733401771,1.570610495
HLRP,enhancement_high_noise_diagnostic,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\jianci.4.jpg,9.395858873,0.8161507955,6.450634176,142.936922,12.57731082,0.5722795129,19.38141803,1.354976502,24.05548431,2.149326631,0,0,0,511,ok,4.673822678,-0.2862074966,0.02263224105,4.070993346,4.191595506,0.657441552,0.009753674808,4.324468013,3.990994749,0.356184622,0.007160933387,2.061371435
SGUIE-Net,enhancement_reference,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\jianci.4.jpg,5.295423527,0.5906885881,5.060516714,19.23496277,3.741128933,0.8697193265,14.61602646,1.088289658,15.80838107,1.669447051,0,0,0,58,ok,3.382257799,0.4258852195,0.009709736513,3.801560518,3.279886789,0.8499980658,0.008708485553,2.723161414,3.328885634,0.562124527,0.007233861519,1.453943278
Histoformer,enhancement_high_noise_diagnostic,jianci.4,jianci.4.jpg,35a28f1cef54067e8b7d2de716f7d36460186a951594aa01043fcd19604d2497,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\jianci.4.jpg,22.55863834,1.562891161,7.444930241,992.0068868,31.85760993,0.2679534853,14.68857893,3.729427504,48.06541686,2.444297622,0,0,0,1174,ok,4.776404685,-0.3191940984,0.0723860785,2.71930427,4.92504976,0.2694031956,0.02962561153,2.689023534,4.835987568,-0.04990890195,0.02633202813,1.752036478
raw,anchor_raw,jianci.5,jianci.5.jpg,ed1f6938ed3f5db7c3cfd00c9835d05d6df5f70d576a84ff3d6d031e7dac970e,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.5.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.5.jpg,1.308304425,0.3715823498,3.602224771,17.25343358,2.106176544,1,361.2019991,0.3979974858,3.359752767,0.8503527721,,,,,reference_na,1.89677264,2.496632419,0.001597251733,5.307289024,1.579885671,2.0475193,0.0005003024995,4.344513595,1.623113431,0.9484351652,0.0002473372028,2.761418112
Ours,legacy_ours_reference,jianci.5,jianci.5.jpg,ed1f6938ed3f5db7c3cfd00c9835d05d6df5f70d576a84ff3d6d031e7dac970e,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\jianci.5.png,10.545479,0.8937631381,5.443851637,920.7995347,17.308425,0.7918440104,21.58891867,1.484479503,22.61952889,1.697739983,1,0.0625,16,72,ok,3.401021257,0.6398767414,0.02739841696,3.602300753,3.566254444,1.281145428,0.005688882664,3.696452143,3.184448403,0.2137682489,0.001628491719,2.051101148
HVDualformer,enhancement_reference,jianci.5,jianci.5.jpg,ed1f6938ed3f5db7c3cfd00c9835d05d6df5f70d576a84ff3d6d031e7dac970e,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\jianci.5.jpg,1.425075303,0.3779683042,3.618109585,17.40264988,2.197252793,0.9977793694,34.74495873,0.3906495912,3.892327934,0.9273735434,15,0.9375,16,21,ok,2.060406674,2.390982486,0.001719363485,5.275277284,1.762882723,1.895757151,0.0005479526123,4.375617778,1.738423294,1.006478223,0.0002612537743,2.825825494
ABC-Former,enhancement_reference,jianci.5,jianci.5.jpg,ed1f6938ed3f5db7c3cfd00c9835d05d6df5f70d576a84ff3d6d031e7dac970e,D:\Desktop\MyEdgeCodex\input_test\algae\jianci.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\jianci.5.jpg,1.357808122,0.3742780893,3.664514466,17.86394005,2.295523131,0.9987726212,38.50148061,0.5753515567,4.070469777,0.9091173104,11,0.7333333333,16,15,ok,2.051760906,2.413636153,0.001595791778,5.309886442,1.694061517,2.0888474,0.0005050583377,4.383078507,1.706532411,0.8464407346,0.0002481784772,2.763387286
