method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,SIFT_KP,MS_SSIM,PSNR,UCIQE,UIQM
r4_03,chichaoyiwan.11,chichaoyiwan.11.jpg,chichaoyiwan.11_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.11.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.11_Final.png,10.79027161,0.9003470765,6.096843801,379.9401842,13.8461854,2736,0.5165157914,20.23878695,1.324734569,23.82245627
c25,chichaoyiwan.12,chichaoyiwan.12.jpg,chichaoyiwan.12_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.12.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.12_Final.png,19.14522668,1.370063924,6.902011226,672.403894,21.0132698,5805,0.3321569562,17.29345348,0.9827868342,38.5020142
r4_03,chichaoyiwan.12,chichaoyiwan.12.jpg,chichaoyiwan.12_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.12.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.12_Final.png,21.86596415,1.527083178,6.907342037,786.6409483,23.04111787,5931,0.3336671889,16.36803814,1.452567339,42.41740481
c25,chichaoyiwan.13,chichaoyiwan.13.jpg,chichaoyiwan.13_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.13.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.13_Final.png,24.02624164,1.647839219,6.988414861,763.7950284,23.08540075,6746,0.2900593877,15.64621023,1.041211843,47.10104618
r4_03,chichaoyiwan.13,chichaoyiwan.13.jpg,chichaoyiwan.13_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.13.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.13_Final.png,27.19839432,1.83252159,6.989238633,897.8437402,25.35946399,6801,0.2869719863,14.84417853,1.404577017,52.24327136
c25,chichaoyiwan.14,chichaoyiwan.14.jpg,chichaoyiwan.14_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.14.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.14_Final.png,22.1220731,1.534489976,7.14553649,627.6243094,21.09117608,5898,0.234783724,14.76337512,0.9708712697,44.29417061
r4_03,chichaoyiwan.14,chichaoyiwan.14.jpg,chichaoyiwan.14_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.14.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.14_Final.png,25.93120722,1.753161852,7.179216589,804.7116526,24.19052317,6466,0.221613571,13.91603306,1.243867874,50.35854938
c25,chichaoyiwan.15,chichaoyiwan.15.jpg,chichaoyiwan.15_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.15.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.15_Final.png,19.04086588,1.362036374,6.982651808,570.8875784,19.46591288,4953,0.2892563343,16.61261949,1.286953568,38.40091098
r4_03,chichaoyiwan.15,chichaoyiwan.15.jpg,chichaoyiwan.15_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.15.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.15_Final.png,22.06690391,1.535281451,6.990623991,686.6688676,21.70167034,5411,0.2795065045,15.62368741,1.718970537,43.21451681
c25,chichaoyiwan.16,chichaoyiwan.16.jpg,chichaoyiwan.16_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.16.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.16_Final.png,18.12661644,1.310551087,7.016303198,598.3999461,20.39307835,5819,0.2801067829,17.08962474,1.185333371,37.28828856
r4_03,chichaoyiwan.16,chichaoyiwan.16.jpg,chichaoyiwan.16_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.16.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.16_Final.png,20.94795129,1.470397125,7.061172177,750.0730946,23.25157924,6113,0.2720775604,16.58187409,1.531828761,42.09428891
c25,chichaoyiwan.17,chichaoyiwan.17.jpg,chichaoyiwan.17_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.17.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.17_Final.png,22.87677091,1.581870465,7.191187349,714.5356338,22.10580244,6509,0.2219818085,15.39625427,1.028831005,47.06602029
r4_03,chichaoyiwan.17,chichaoyiwan.17.jpg,chichaoyiwan.17_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.17.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.17_Final.png,26.3627455,1.782963569,7.220927858,888.262211,25.12732867,7039,0.2109350562,14.56445837,1.250378728,52.5170248
c25,chichaoyiwan.18,chichaoyiwan.18.jpg,chichaoyiwan.18_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.18.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.18_Final.png,23.78064281,1.633618692,6.995279593,834.2743094,24.2877366,8403,0.2673390806,16.01159659,1.211283565,45.62347914
r4_03,chichaoyiwan.18,chichaoyiwan.18.jpg,chichaoyiwan.18_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.18.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.18_Final.png,27.36768867,1.841340697,7.005044146,1005.703654,27.03429482,8638,0.2539987862,15.11400489,1.548125148,51.11026742
c25,chichaoyiwan.19,chichaoyiwan.19.jpg,chichaoyiwan.19_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.19.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.19_Final.png,18.19100951,1.31185143,7.082521163,488.6273658,18.15292178,4736,0.2538706362,15.64879004,1.00504756,38.35138025
r4_03,chichaoyiwan.19,chichaoyiwan.19.jpg,chichaoyiwan.19_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.19.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.19_Final.png,21.27983603,1.487733991,7.097261712,627.4387784,20.88192995,5312,0.2436739504,14.90219728,1.37359333,43.11506995
c25,chichaoyiwan.2,chichaoyiwan.2.jpg,chichaoyiwan.2_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.2_Final.png,28.22148529,1.887379416,7.01709697,1082.492055,31.05101122,13295,0.2728895247,15.2935901,0.9181870818,53.77256232
r4_03,chichaoyiwan.2,chichaoyiwan.2.jpg,chichaoyiwan.2_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.2_Final.png,31.5671505,2.082053482,6.985560972,1240.560487,33.21342283,12890,0.2639445066,14.62810783,1.292322755,58.93989077
c25,chichaoyiwan.20,chichaoyiwan.20.jpg,chichaoyiwan.20_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.20.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.20_Final.png,17.69084643,1.285619011,7.085599339,545.5183875,19.22043106,5612,0.2594844997,16.49810273,1.009402871,36.45776936
r4_03,chichaoyiwan.20,chichaoyiwan.20.jpg,chichaoyiwan.20_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.20.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.20_Final.png,21.05177697,1.477136154,7.149616711,713.3179957,22.37581884,6198,0.2451549023,15.72667365,1.338092685,41.9488937
c25,chichaoyiwan.3,chichaoyiwan.3.jpg,chichaoyiwan.3_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.3_Final.png,26.83354217,1.80590509,7.172986101,1065.525549,30.37259453,13379,0.2646510303,14.85741729,1.063532472,50.60374719
r4_03,chichaoyiwan.3,chichaoyiwan.3.jpg,chichaoyiwan.3_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.3_Final.png,31.25297938,2.064703859,7.217433916,1298.676474,33.58961763,13215,0.2487079352,14.19553427,1.391446829,58.37396017
c25,chichaoyiwan.4,chichaoyiwan.4.jpg,chichaoyiwan.4_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.4_Final.png,35.60620762,2.318360237,7.145529767,1524.766399,38.06967851,18132,0.2405990511,14.3162772,0.9192796946,65.10028544
r4_03,chichaoyiwan.4,chichaoyiwan.4.jpg,chichaoyiwan.4_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.4_Final.png,40.18255097,2.589592677,7.214169119,1775.843515,41.28840338,17365,0.2238715589,13.46723102,1.147440434,72.41164704
c25,chichaoyiwan.5,chichaoyiwan.5.jpg,chichaoyiwan.5_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.5_Final.png,3.279869667,0.4839086107,4.269488154,110.955721,4.370106986,702,0.9166877866,15.41022555,3.269400358,6.925274953
r4_03,chichaoyiwan.5,chichaoyiwan.5.jpg,chichaoyiwan.5_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.5_Final.png,3.595544623,0.5014378888,4.377934668,145.9452145,5.11433825,681,0.9076213241,15.98782002,3.922962904,7.440114577
c25,chichaoyiwan.6,chichaoyiwan.6.jpg,chichaoyiwan.6_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.6_Final.png,10.66199539,0.8925232029,6.668945596,371.7341252,12.63741987,3128,0.3561983705,18.22746346,1.149520516,21.05056183
r4_03,chichaoyiwan.6,chichaoyiwan.6.jpg,chichaoyiwan.6_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.6_Final.png,12.87369471,1.016698526,6.737152347,483.2149784,15.05835946,3752,0.3308363855,18.2001472,1.5332793,25.05326936
c25,chichaoyiwan.7,chichaoyiwan.7.jpg,chichaoyiwan.7_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.7.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.7_Final.png,10.86303065,0.9034103855,6.726627526,385.1396307,13.00207781,3237,0.3356926739,18.36242377,1.33859086,21.3003565
