method,reference_method,composite_score,count,SIFT_KP,AvgGra,Contrast,EME,EMEE,UCIQE,UIQM,Entropy,MS_SSIM,PSNR,SIFT_KP_log_delta,AvgGra_log_delta,Contrast_log_delta,EME_log_delta,EMEE_log_delta,UCIQE_log_delta,UIQM_log_delta,Entropy_log_delta,MS_SSIM_log_delta,PSNR_log_delta
Final,Final,0.0,92,2612.8260869565215,10.95387449885272,411.38694566069245,7.960594557233267,0.7458433257111478,4.456341297730155,17.212974973039003,5.112651194785886,0.883976984931075,20.85597918381888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGHS,Final,-16.18121105280985,92,1640.4782608695652,9.29599164672268,292.64328861847486,10.718563428519776,0.9169649792323702,2.5547488636296727,22.11771616807619,5.928104259484598,0.7189469078312749,14.85375939633568,-0.09308892113427941,-0.02625758842433133,-0.040869578744780574,0.029747344791012778,0.016524297735839303,-0.06676489988034366,0.025071546560501885,0.008879182857641504,-0.008265740543188498,-0.006787753746170498
CLAHE,Final,-25.944433979007254,92,1492.7065217391305,8.143901286944597,192.19652835159127,9.646799154223817,0.8526034786941071,2.8783971071243286,19.589509881051338,5.871144803192399,0.7858311857866205,18.208580008964113,-0.11196829954776318,-0.04742782246042959,-0.09132189738310746,0.019212247625688697,0.01070232202105611,-0.052451341587864825,0.012933075447154403,0.008299892784794953,-0.004707561360121244,-0.0027149553294803512
Fused,Final,-28.96258843427571,92,1632.5,8.419154906690878,207.27643195447732,7.649911854929823,0.7256504309279698,2.5090207360360934,17.551273410087823,5.877111682856952,0.7790774916825087,19.504285985306687,-0.09406396906138469,-0.04210940373135267,-0.08225771073090395,-0.003980956464088751,-0.002195772815055895,-0.06893226724245957,0.0019463047926481854,0.008360840179163019,-0.005052820409326625,-0.0013401288599960864
IMF1Ray,Final,-38.237890346902034,92,1669.0217391304348,7.413766631589293,221.4970412166076,5.270117526588508,0.592537332605415,2.9047999641169673,12.362839349995165,4.5535790743228635,0.7737416871215986,21.27035552652335,-0.08963895152751898,-0.06245673626137361,-0.0742950016506489,-0.04124510267574824,-0.018408134320379084,-0.051355627638593616,-0.03309683117874287,-0.006948273658261163,-0.005327717866950151,0.00039347330919624893
BPH,Final,-120.6989514709726,92,387.04347826086956,2.9032863520380268,27.974749876482207,2.506383593765142,0.4377123669294024,2.946363002061844,7.055110123017431,4.000106853275983,0.9977647953707239,48.57477277250053,-0.38193013456177777,-0.21245598539479452,-0.32258783183872164,-0.11556627750157296,-0.042636284792017407,-0.04965078760231741,-0.08919112638489661,-0.014723821220843434,0.00484346181089543,0.01690927277632013
