variant,image_count,mean_abs_bgr_delta,mean_abs_luma_delta,mean_abs_chroma_delta,psnr_vs_raw,grad_mean_ratio,luma_std_ratio,top5_grad_ratio_stems,top5_bgr_delta_stems
legacy_stage1_final,168,38.04009037926083,31.04001929930278,12.570523101836443,15.639684072885421,8.120044872683119,3.5872489299457713,tama.14:53.9988;tama.9:51.2164;tama.11:50.8803;weixiaoyuanjia.22:49.1761;weixiaoyuanjia.21:41.6072,tama.13:102.685;chazhuang.3:99.480;lianzhuangluojia.9:93.417;hailianzao.8:87.947;lianzhuangluojia.10:85.396
P27_raw_detail_lowfreq_chroma,168,2.1238379506837752,1.48782982109558,0.8444876795526527,38.07600411135135,1.2598658011564499,0.9837471424354556,tama.14:3.6178;tama.11:3.5153;tama.9:3.3062;lianzhuangluojia.10:2.6299;tama.13:2.5380,jiaomaozao.14:4.221;jiaomaozao.19:3.956;duowenqigou.4:3.673;hailianzao.10:3.505;mashi.2:3.474
D01_structure_flow,168,2.7677074791420075,1.5978155774729592,1.2301960094745958,36.39535879331184,1.293092643729445,0.9769871831884949,tama.14:3.8553;tama.11:3.7516;tama.9:3.5183;lianzhuangluojia.10:3.1400;tama.13:2.8918,donghaiyuanjia.18:5.758;donghaiyuanjia.17:5.709;weixiaoyuanjia.26:5.586;donghaiyuanjia.16:5.539;tama.12:5.520
FF01_full_flow_v8,168,8.67721756902479,2.010100270843222,5.8023665668387405,29.96564206143272,1.0646166810859017,1.0797747754361573,weixiaoyuanjia.21:1.9137;donghaiyuanjia.18:1.4280;jianci.4:1.2108;tama.14:1.2095;yuanhai.7:1.2045,weixiaoyuanjia.22:43.868;weixiaoyuanjia.21:27.499;tama.8:23.156;tama.10:23.104;weixiaoyuanjia.23:22.984
FF02_detector_compatible,168,11.71384857453051,1.370752303373246,7.978475670064134,27.273951489559284,0.9450459716934041,1.0131794889930916,tama.14:1.4455;tama.11:1.3951;tama.9:1.3479;weixiaoyuanjia.21:1.2476;jianci.4:1.2379,weixiaoyuanjia.22:43.011;tama.8:31.824;tama.10:31.589;tama.12:31.056;weixiaoyuanjia.23:31.011
